lakeid,lakename,year4,daynum,sampledate,old_taxon_code,taxon_code,division,taxon_name,concentration,class,gal_dimension,mean_individ_vol,mean_individ_biovol,total_vol,total_biovol 
"R","Peter Lake",1985,183,1985-07-02,"CD",4081,"Cyanophyte","Chroococcus dispersus",0.023,"B",7.700,239.000,239.000,0.001,0.001
"R","Peter Lake",1985,183,1985-07-02,"SM",2501,"Chlorophyte","Selenastrum minutum",0.011,"C",7.350,272.000,272.000,0.000,0.000
"R","Peter Lake",1985,183,1985-07-02,"SS",2492,"Chlorophyte","Schroederia setigra",0.011,"C",32.000,66470.000,1370.000,0.073,0.002
"R","Peter Lake",1985,183,1985-07-02,"C1",3013,"Cryptophyte","Cryptomonas 1 (<14)",0.338,"R",14.400,253.000,253.000,0.009,0.009
"R","Peter Lake",1985,183,1985-07-02,"C21",3016,"Cryptophyte","Cryptomonas 2 (<22)",0.048,"R",19.400,611.000,611.000,0.003,0.003
"R","Peter Lake",1985,183,1985-07-02,"C22",3017,"Cryptophyte","Cryptomonas ovata",0.031,"R",26.000,1463.000,1463.000,0.005,0.005
"R","Peter Lake",1985,183,1985-07-02,"MM",7030,"Chlorophyte","Misc. chlorophyte",0.787,"C",5.800,102.000,102.000,0.008,0.008
"R","Peter Lake",1985,190,1985-07-09,"AC1",4290,"Cyanophyte","Nostoc sp. (single trichomes)",0.048,"B",14.800,374.000,374.000,0.002,0.002
"R","Peter Lake",1985,190,1985-07-09,"M1",4161,"Cyanophyte","Merismopedia tenuissima",0.001,"B",16.500,289.000,30.500,0.000,0.000
"R","Peter Lake",1985,190,1985-07-09,"AC2",4011,"Cyanophyte","Anabaena circinalis",0.080,"B",33.400,1087.000,1087.000,0.009,0.009
"R","Peter Lake",1985,176,1985-06-25,"RP",2861,"Chlorophyte","Monomastix astigmata",0.386,"R",7.700,37.100,37.100,0.001,0.001
"R","Peter Lake",1985,169,1985-06-18,"RP",2861,"Chlorophyte","Monomastix astigmata",0.386,"R",7.700,37.100,37.100,0.001,0.001
"R","Peter Lake",1985,169,1985-06-18,"C1",3013,"Cryptophyte","Cryptomonas 1 (<14)",0.188,"R",14.400,253.000,253.000,0.005,0.005
"R","Peter Lake",1985,169,1985-06-18,"C21",3016,"Cryptophyte","Cryptomonas 2 (<22)",0.045,"R",19.400,611.000,611.000,0.003,0.003
"R","Peter Lake",1985,169,1985-06-18,"C22",3017,"Cryptophyte","Cryptomonas ovata",0.028,"R",26.000,1463.000,1463.000,0.004,0.004
"R","Peter Lake",1985,169,1985-06-18,"MM",7030,"Chlorophyte","Misc. chlorophyte",0.407,"C",5.800,102.000,102.000,0.004,0.004
"R","Peter Lake",1985,176,1985-06-25,"AC1",4290,"Cyanophyte","Nostoc sp. (single trichomes)",0.015,"B",14.800,374.000,374.000,0.001,0.001
"R","Peter Lake",1985,176,1985-06-25,"AC2",4011,"Cyanophyte","Anabaena circinalis",0.025,"B",33.400,1087.000,1087.000,0.003,0.003
"R","Peter Lake",1985,176,1985-06-25,"CD",4081,"Cyanophyte","Chroococcus dispersus",0.020,"B",7.700,239.000,239.000,0.000,0.000
"R","Peter Lake",1985,162,1985-06-11,"MM",7030,"Chlorophyte","Misc. chlorophyte",0.559,"C",5.800,102.000,102.000,0.006,0.006
"R","Peter Lake",1985,169,1985-06-18,"AC1",4290,"Cyanophyte","Nostoc sp. (single trichomes)",0.149,"B",14.800,374.000,374.000,0.006,0.006
"R","Peter Lake",1985,169,1985-06-18,"AC2",4011,"Cyanophyte","Anabaena circinalis",0.247,"B",33.400,1087.000,1087.000,0.027,0.027
"R","Peter Lake",1985,155,1985-06-04,"MM",7030,"Chlorophyte","Misc. chlorophyte",0.499,"C",5.800,102.000,102.000,0.005,0.005
"R","Peter Lake",1985,162,1985-06-11,"AC1",4290,"Cyanophyte","Nostoc sp. (single trichomes)",0.066,"B",14.800,374.000,374.000,0.002,0.002
"R","Peter Lake",1985,162,1985-06-11,"M1",4161,"Cyanophyte","Merismopedia tenuissima",0.001,"B",16.500,289.000,30.500,0.000,0.000
"R","Peter Lake",1985,162,1985-06-11,"AC2",4011,"Cyanophyte","Anabaena circinalis",0.109,"B",33.400,1087.000,1087.000,0.012,0.012
"R","Peter Lake",1985,162,1985-06-11,"M2",4161,"Cyanophyte","Merismopedia tenuissima",0.006,"B",31.900,1030.000,109.000,0.001,0.000
"R","Peter Lake",1985,162,1985-06-11,"CD",4081,"Cyanophyte","Chroococcus dispersus",0.044,"B",7.700,239.000,239.000,0.001,0.001
"R","Peter Lake",1985,162,1985-06-11,"M3",4161,"Cyanophyte","Merismopedia tenuissima",0.002,"B",58.400,2941.000,310.000,0.001,0.000
"R","Peter Lake",1985,162,1985-06-11,"C1",3013,"Cryptophyte","Cryptomonas 1 (<14)",0.099,"R",14.400,253.000,253.000,0.003,0.003
"R","Peter Lake",1985,162,1985-06-11,"M4",4161,"Cyanophyte","Merismopedia tenuissima",0.001,"B",93.000,5814.000,613.000,0.001,0.000
"R","Peter Lake",1985,162,1985-06-11,"C21",3016,"Cryptophyte","Cryptomonas 2 (<22)",0.047,"R",19.400,611.000,611.000,0.003,0.003
"R","Peter Lake",1985,162,1985-06-11,"C22",3017,"Cryptophyte","Cryptomonas ovata",0.030,"R",26.000,1463.000,1463.000,0.004,0.004
"R","Peter Lake",1985,162,1985-06-11,"RP",2861,"Chlorophyte","Monomastix astigmata",0.493,"R",7.700,37.100,37.100,0.002,0.002
"R","Peter Lake",1985,155,1985-06-04,"CD",4081,"Cyanophyte","Chroococcus dispersus",0.042,"B",7.700,239.000,239.000,0.001,0.001
"R","Peter Lake",1985,155,1985-06-04,"C1",3013,"Cryptophyte","Cryptomonas 1 (<14)",0.148,"R",14.400,253.000,253.000,0.004,0.004
"R","Peter Lake",1985,155,1985-06-04,"C21",3016,"Cryptophyte","Cryptomonas 2 (<22)",0.162,"R",19.400,611.000,611.000,0.010,0.010
"R","Peter Lake",1985,155,1985-06-04,"RP",2861,"Chlorophyte","Monomastix astigmata",0.456,"R",7.700,37.100,37.100,0.002,0.002
"R","Peter Lake",1985,155,1985-06-04,"C22",3017,"Cryptophyte","Cryptomonas ovata",0.103,"R",26.000,1463.000,1463.000,0.015,0.015
"R","Peter Lake",1985,141,1985-05-21,"MA2",4263,"Cyanophyte","Microcystis aeruginosa (>65)",0.005,"B",76.600,25200.000,25200.000,0.013,0.013
"R","Peter Lake",1985,141,1985-05-21,"MM",7030,"Chlorophyte","Misc. chlorophyte",3.025,"C",5.800,102.000,102.000,0.031,0.031
"R","Peter Lake",1985,148,1985-05-28,"AC1",4290,"Cyanophyte","Nostoc sp. (single trichomes)",0.054,"B",14.800,374.000,374.000,0.002,0.002
"R","Peter Lake",1985,148,1985-05-28,"AC2",4011,"Cyanophyte","Anabaena circinalis",0.089,"B",33.400,1087.000,1087.000,0.010,0.010
"R","Peter Lake",1985,148,1985-05-28,"CD",4081,"Cyanophyte","Chroococcus dispersus",0.022,"B",7.700,239.000,239.000,0.001,0.001
"R","Peter Lake",1985,148,1985-05-28,"RP",2861,"Chlorophyte","Monomastix astigmata",0.486,"R",7.700,37.100,37.100,0.002,0.002
"R","Peter Lake",1985,148,1985-05-28,"C1",3013,"Cryptophyte","Cryptomonas 1 (<14)",0.166,"R",14.400,253.000,253.000,0.004,0.004
"R","Peter Lake",1985,148,1985-05-28,"C21",3016,"Cryptophyte","Cryptomonas 2 (<22)",0.169,"R",19.400,611.000,611.000,0.010,0.010
"R","Peter Lake",1985,148,1985-05-28,"C22",3017,"Cryptophyte","Cryptomonas ovata",0.107,"R",26.000,1463.000,1463.000,0.016,0.016
"R","Peter Lake",1985,148,1985-05-28,"MM",7030,"Chlorophyte","Misc. chlorophyte",0.884,"C",5.800,102.000,102.000,0.009,0.009
"R","Peter Lake",1985,155,1985-06-04,"AC1",4290,"Cyanophyte","Nostoc sp. (single trichomes)",0.080,"B",14.800,374.000,374.000,0.003,0.003
"R","Peter Lake",1985,155,1985-06-04,"AC2",4011,"Cyanophyte","Anabaena circinalis",0.132,"B",33.400,1087.000,1087.000,0.014,0.014
"R","Peter Lake",1985,141,1985-05-21,"MA1",4262,"Cyanophyte","Microcystis aeruginosa (<65)",0.017,"B",47.200,13295.000,13295.000,0.023,0.023
"R","Peter Lake",1985,137,1985-05-17,"MM",7030,"Chlorophyte","Misc. chlorophyte",6.120,"C",5.800,102.000,102.000,0.062,0.062
"R","Peter Lake",1985,141,1985-05-21,"C1",3013,"Cryptophyte","Cryptomonas 1 (<14)",0.382,"R",14.400,253.000,253.000,0.010,0.010
"R","Peter Lake",1985,141,1985-05-21,"C21",3016,"Cryptophyte","Cryptomonas 2 (<22)",0.412,"R",19.400,611.000,611.000,0.025,0.025
"R","Peter Lake",1985,141,1985-05-21,"C22",3017,"Cryptophyte","Cryptomonas ovata",0.262,"R",26.000,1463.000,1463.000,0.038,0.038
"R","Peter Lake",1985,141,1985-05-21,"RP",2861,"Chlorophyte","Monomastix astigmata",0.756,"R",7.700,37.100,37.100,0.003,0.003
"R","Peter Lake",1985,141,1985-05-21,"DF2",4111,"Cyanophyte","Dactylococcopsis fascicularis (<40)",0.001,"B",33.800,132.000,132.000,0.000,0.000
"R","Peter Lake",1985,141,1985-05-21,"SS",2492,"Chlorophyte","Schroederia setigra",0.011,"C",32.000,66470.000,1370.000,0.073,0.002
"R","Peter Lake",1985,137,1985-05-17,"C21",3016,"Cryptophyte","Cryptomonas 2 (<22)",0.379,"R",19.400,611.000,611.000,0.023,0.023
"R","Peter Lake",1985,137,1985-05-17,"C22",3017,"Cryptophyte","Cryptomonas ovata",0.240,"R",26.000,1463.000,1463.000,0.035,0.035
"R","Peter Lake",1985,137,1985-05-17,"RP",2861,"Chlorophyte","Monomastix astigmata",0.850,"R",7.700,37.100,37.100,0.003,0.003
"R","Peter Lake",1985,137,1985-05-17,"SS",2492,"Chlorophyte","Schroederia setigra",0.010,"C",32.000,66470.000,1370.000,0.066,0.001
"R","Peter Lake",1984,267,1984-09-23,"GO",4240,"Cyanophyte","Gomphosphaeria sp.",0.110,"B",59.300,19070.000,5987.000,0.210,0.066
"R","Peter Lake",1984,267,1984-09-23,"C1",3013,"Cryptophyte","Cryptomonas 1 (<14)",0.286,"R",13.900,203.000,203.000,0.006,0.006
"R","Peter Lake",1984,267,1984-09-23,"C2",3016,"Cryptophyte","Cryptomonas 2 (<22)",0.253,"R",24.000,1514.000,1514.000,0.038,0.038
"R","Peter Lake",1984,288,1984-10-14,"RR",2861,"Chlorophyte","Monomastix astigmata",1.131,"R",7.700,37.100,37.100,0.004,0.004
"R","Peter Lake",1984,288,1984-10-14,"MMP",7080,"Miscellaneous","Misc. micros, 1 flagellum",1.369,"C",5.800,102.000,102.000,0.014,0.014
"R","Peter Lake",1984,288,1984-10-14,"C1",3013,"Cryptophyte","Cryptomonas 1 (<14)",0.242,"R",13.900,203.000,203.000,0.005,0.005
"R","Peter Lake",1984,288,1984-10-14,"C2",3016,"Cryptophyte","Cryptomonas 2 (<22)",0.042,"R",24.000,1514.000,1514.000,0.006,0.006
"R","Peter Lake",1984,288,1984-10-14,"GO",4240,"Cyanophyte","Gomphosphaeria sp.",0.163,"B",59.300,19070.000,5987.000,0.311,0.098
"R","Peter Lake",1985,137,1985-05-17,"CD",4081,"Cyanophyte","Chroococcus dispersus",0.031,"B",7.700,239.000,239.000,0.001,0.001
"R","Peter Lake",1985,137,1985-05-17,"C1",3013,"Cryptophyte","Cryptomonas 1 (<14)",0.199,"R",14.400,253.000,253.000,0.005,0.005
"R","Peter Lake",1984,267,1984-09-23,"SS1",2641,"Chlorophyte","Sphaerocystis schroeteri",0.058,"B",33.400,28540.000,3060.000,0.166,0.018
"R","Peter Lake",1984,267,1984-09-23,"SS2",2641,"Chlorophyte","Sphaerocystis schroeteri",0.013,"B",107.000,247951.000,3607.000,0.322,0.005
"R","Peter Lake",1984,267,1984-09-23,"AC1",4290,"Cyanophyte","Nostoc sp. (single trichomes)",0.095,"B",15.900,401.000,401.000,0.004,0.004
"R","Peter Lake",1984,267,1984-09-23,"AC2",4011,"Cyanophyte","Anabaena circinalis",0.087,"B",35.100,1232.000,1232.000,0.011,0.011
"R","Peter Lake",1984,253,1984-09-09,"RR",2861,"Chlorophyte","Monomastix astigmata",1.345,"R",7.700,37.100,37.100,0.005,0.005
"R","Peter Lake",1984,253,1984-09-09,"MMP",7080,"Miscellaneous","Misc. micros, 1 flagellum",0.221,"C",5.800,102.000,102.000,0.002,0.002
"R","Peter Lake",1984,253,1984-09-09,"C1",3013,"Cryptophyte","Cryptomonas 1 (<14)",0.182,"R",13.900,203.000,203.000,0.004,0.004
"R","Peter Lake",1984,253,1984-09-09,"C2",3016,"Cryptophyte","Cryptomonas 2 (<22)",0.124,"R",24.000,1514.000,1514.000,0.019,0.019
"R","Peter Lake",1984,253,1984-09-09,"AC1",4290,"Cyanophyte","Nostoc sp. (single trichomes)",0.053,"B",15.900,401.000,401.000,0.002,0.002
"R","Peter Lake",1984,253,1984-09-09,"AC2",4011,"Cyanophyte","Anabaena circinalis",0.049,"B",35.100,1232.000,1232.000,0.006,0.006
"R","Peter Lake",1984,253,1984-09-09,"AP1",4018,"Cyanophyte","Anabaena planctonica",0.003,"B",48.300,2475.000,2475.000,0.001,0.001
"R","Peter Lake",1984,253,1984-09-09,"AP2",4018,"Cyanophyte","Anabaena planctonica",0.007,"B",137.000,6654.000,6654.000,0.004,0.004
"R","Peter Lake",1984,253,1984-09-09,"AP3",4018,"Cyanophyte","Anabaena planctonica",0.004,"B",427.000,21094.000,21094.000,0.009,0.009
"R","Peter Lake",1984,253,1984-09-09,"GO",4240,"Cyanophyte","Gomphosphaeria sp.",0.058,"B",59.300,19070.000,5987.000,0.111,0.035
"R","Peter Lake",1984,253,1984-09-09,"SS1",2641,"Chlorophyte","Sphaerocystis schroeteri",0.024,"B",33.400,28540.000,3060.000,0.068,0.007
"R","Peter Lake",1984,253,1984-09-09,"SS2",2641,"Chlorophyte","Sphaerocystis schroeteri",0.005,"B",107.000,247951.000,3607.000,0.124,0.002
"R","Peter Lake",1984,253,1984-09-09,"MA1",4262,"Cyanophyte","Microcystis aeruginosa (<65)",0.006,"B",47.200,13295.000,13295.000,0.007,0.007
"R","Peter Lake",1984,253,1984-09-09,"MA2",4263,"Cyanophyte","Microcystis aeruginosa (>65)",0.002,"B",76.600,25200.000,25200.000,0.005,0.005
"R","Peter Lake",1984,253,1984-09-09,"PG",6021,"Dinoflagellate","Glenodinium quadridens",0.007,"D",34.400,12480.000,12480.000,0.009,0.009
"R","Peter Lake",1984,253,1984-09-09,"AY",2711,"Chlorophyte","Ankyra judayi",0.007,"C",66.600,153.000,153.000,0.000,0.000
"R","Peter Lake",1984,267,1984-09-23,"RR",2861,"Chlorophyte","Monomastix astigmata",1.333,"R",7.700,37.100,37.100,0.005,0.005
"R","Peter Lake",1984,267,1984-09-23,"MMP",7080,"Miscellaneous","Misc. micros, 1 flagellum",0.190,"C",5.800,102.000,102.000,0.002,0.002
"R","Peter Lake",1984,239,1984-08-26,"AP1",4018,"Cyanophyte","Anabaena planctonica",0.002,"B",48.300,2475.000,2475.000,0.001,0.001
"R","Peter Lake",1984,239,1984-08-26,"AP2",4018,"Cyanophyte","Anabaena planctonica",0.005,"B",137.000,6654.000,6654.000,0.003,0.003
"R","Peter Lake",1984,239,1984-08-26,"AP3",4018,"Cyanophyte","Anabaena planctonica",0.003,"B",427.000,21094.000,21094.000,0.007,0.007
"R","Peter Lake",1984,239,1984-08-26,"CM",3019,"Cryptophyte","Cryptomonas marsonii",0.169,"C",25.600,3712.000,3712.000,0.063,0.063
"R","Peter Lake",1984,239,1984-08-26,"AL",2630,"Chlorophyte","Arthrodesmus sp.",0.046,"C",77.000,18264.000,18264.000,0.084,0.084
"R","Peter Lake",1984,239,1984-08-26,"SS1",2641,"Chlorophyte","Sphaerocystis schroeteri",0.056,"B",33.400,28540.000,3060.000,0.160,0.017
"R","Peter Lake",1984,239,1984-08-26,"SS2",2641,"Chlorophyte","Sphaerocystis schroeteri",0.013,"B",107.000,247951.000,3607.000,0.322,0.005
"R","Peter Lake",1984,239,1984-08-26,"GO",4240,"Cyanophyte","Gomphosphaeria sp.",0.054,"B",59.300,19070.000,5987.000,0.103,0.032
"R","Peter Lake",1984,239,1984-08-26,"MA1",4262,"Cyanophyte","Microcystis aeruginosa (<65)",0.011,"B",47.200,13295.000,13295.000,0.015,0.015
"R","Peter Lake",1984,239,1984-08-26,"MA2",4263,"Cyanophyte","Microcystis aeruginosa (>65)",0.004,"B",76.600,25200.000,25200.000,0.009,0.009
"R","Peter Lake",1984,239,1984-08-26,"AY",2711,"Chlorophyte","Ankyra judayi",0.015,"C",66.600,153.000,153.000,0.000,0.000
"R","Peter Lake",1984,232,1984-08-19,"AP2",4018,"Cyanophyte","Anabaena planctonica",0.004,"B",137.000,6654.000,6654.000,0.003,0.003
"R","Peter Lake",1984,232,1984-08-19,"AP3",4018,"Cyanophyte","Anabaena planctonica",0.003,"B",427.000,21094.000,21094.000,0.005,0.005
"R","Peter Lake",1984,239,1984-08-26,"MMP",7080,"Miscellaneous","Misc. micros, 1 flagellum",0.107,"C",5.800,102.000,102.000,0.001,0.001
"R","Peter Lake",1984,239,1984-08-26,"RR",2861,"Chlorophyte","Monomastix astigmata",1.144,"R",7.700,37.100,37.100,0.004,0.004
"R","Peter Lake",1984,239,1984-08-26,"C1",3013,"Cryptophyte","Cryptomonas 1 (<14)",0.331,"R",13.900,203.000,203.000,0.007,0.007
"R","Peter Lake",1984,239,1984-08-26,"C2",3016,"Cryptophyte","Cryptomonas 2 (<22)",0.146,"R",24.000,1514.000,1514.000,0.022,0.022
"R","Peter Lake",1984,239,1984-08-26,"AC1",4290,"Cyanophyte","Nostoc sp. (single trichomes)",0.032,"B",15.900,401.000,401.000,0.001,0.001
"R","Peter Lake",1984,239,1984-08-26,"AC2",4011,"Cyanophyte","Anabaena circinalis",0.029,"B",35.100,1232.000,1232.000,0.004,0.004
"R","Peter Lake",1984,239,1984-08-26,"P1",6053,"Dinoflagellate","misc. naked dinoflagellate",0.000,"D",73.700,64600.000,64600.000,0.002,0.002
"R","Peter Lake",1984,239,1984-08-26,"P2",6040,"Dinoflagellate","Peridinium sp.",0.002,"D",82.800,64600.000,64600.000,0.014,0.014
"R","Peter Lake",1984,225,1984-08-12,"AY",2711,"Chlorophyte","Ankyra judayi",0.015,"C",66.600,153.000,153.000,0.000,0.000
"R","Peter Lake",1984,232,1984-08-19,"RR",2861,"Chlorophyte","Monomastix astigmata",0.897,"R",7.700,37.100,37.100,0.003,0.003
"R","Peter Lake",1984,232,1984-08-19,"C1",3013,"Cryptophyte","Cryptomonas 1 (<14)",0.423,"R",13.900,203.000,203.000,0.009,0.009
"R","Peter Lake",1984,232,1984-08-19,"C2",3016,"Cryptophyte","Cryptomonas 2 (<22)",0.043,"R",24.000,1514.000,1514.000,0.007,0.007
"R","Peter Lake",1984,232,1984-08-19,"MMP",7080,"Miscellaneous","Misc. micros, 1 flagellum",0.119,"C",5.800,102.000,102.000,0.001,0.001
"R","Peter Lake",1984,232,1984-08-19,"CM",3019,"Cryptophyte","Cryptomonas marsonii",0.165,"C",25.600,3712.000,3712.000,0.061,0.061
"R","Peter Lake",1984,232,1984-08-19,"CD",4081,"Cyanophyte","Chroococcus dispersus",0.066,"B",7.700,239.000,239.000,0.002,0.002
"R","Peter Lake",1984,232,1984-08-19,"GO",4240,"Cyanophyte","Gomphosphaeria sp.",0.046,"B",59.300,19070.000,5987.000,0.088,0.028
"R","Peter Lake",1984,232,1984-08-19,"SS1",2641,"Chlorophyte","Sphaerocystis schroeteri",0.011,"B",33.400,28540.000,3060.000,0.033,0.003
"R","Peter Lake",1984,232,1984-08-19,"SS2",2641,"Chlorophyte","Sphaerocystis schroeteri",0.003,"B",107.000,247951.000,3607.000,0.064,0.001
"R","Peter Lake",1984,232,1984-08-19,"SM",2501,"Chlorophyte","Selenastrum minutum",0.038,"C",7.340,272.000,272.000,0.001,0.001
"R","Peter Lake",1984,232,1984-08-19,"AL",2630,"Chlorophyte","Arthrodesmus sp.",0.022,"C",77.000,18264.000,18264.000,0.040,0.040
"R","Peter Lake",1984,225,1984-08-12,"SS1",2641,"Chlorophyte","Sphaerocystis schroeteri",0.137,"B",33.400,28540.000,3060.000,0.391,0.042
"R","Peter Lake",1984,225,1984-08-12,"SS2",2641,"Chlorophyte","Sphaerocystis schroeteri",0.031,"B",107.000,247951.000,3607.000,0.769,0.011
"R","Peter Lake",1984,225,1984-08-12,"AP1",4018,"Cyanophyte","Anabaena planctonica",0.010,"B",48.300,2475.000,2475.000,0.002,0.002
"R","Peter Lake",1984,225,1984-08-12,"AP2",4018,"Cyanophyte","Anabaena planctonica",0.022,"B",137.000,6654.000,6654.000,0.014,0.014
"R","Peter Lake",1984,225,1984-08-12,"AP3",4018,"Cyanophyte","Anabaena planctonica",0.014,"B",427.000,21094.000,21094.000,0.030,0.030
"R","Peter Lake",1984,225,1984-08-12,"AC1",4290,"Cyanophyte","Nostoc sp. (single trichomes)",0.029,"B",15.900,401.000,401.000,0.001,0.001
"R","Peter Lake",1984,225,1984-08-12,"AC2",4011,"Cyanophyte","Anabaena circinalis",0.027,"B",35.100,1232.000,1232.000,0.003,0.003
"R","Peter Lake",1984,232,1984-08-19,"AY",2711,"Chlorophyte","Ankyra judayi",0.035,"C",66.600,153.000,153.000,0.001,0.001
"R","Peter Lake",1984,232,1984-08-19,"AP1",4018,"Cyanophyte","Anabaena planctonica",0.002,"B",48.300,2475.000,2475.000,0.000,0.000
"R","Peter Lake",1984,218,1984-08-05,"C1",3013,"Cryptophyte","Cryptomonas 1 (<14)",0.066,"R",13.900,203.000,203.000,0.001,0.001
"R","Peter Lake",1984,218,1984-08-05,"C2",3016,"Cryptophyte","Cryptomonas 2 (<22)",0.055,"R",24.000,1514.000,1514.000,0.008,0.008
"R","Peter Lake",1984,218,1984-08-05,"AP1",4018,"Cyanophyte","Anabaena planctonica",0.022,"B",48.300,2475.000,2475.000,0.005,0.005
"R","Peter Lake",1984,218,1984-08-05,"AP2",4018,"Cyanophyte","Anabaena planctonica",0.049,"B",137.000,6654.000,6654.000,0.033,0.033
"R","Peter Lake",1984,218,1984-08-05,"AP3",4018,"Cyanophyte","Anabaena planctonica",0.032,"B",427.000,21094.000,21094.000,0.068,0.068
"R","Peter Lake",1984,218,1984-08-05,"CM",3019,"Cryptophyte","Cryptomonas marsonii",0.060,"C",25.600,3712.000,3712.000,0.022,0.022
"R","Peter Lake",1984,218,1984-08-05,"SM",2501,"Chlorophyte","Selenastrum minutum",0.055,"C",7.340,272.000,272.000,0.001,0.001
"R","Peter Lake",1984,218,1984-08-05,"PP",6044,"Dinoflagellate","Peridinium umbonatum",0.016,"D",16.200,1580.000,1580.000,0.003,0.003
"R","Peter Lake",1984,218,1984-08-05,"P1",6053,"Dinoflagellate","misc. naked dinoflagellate",0.001,"D",73.700,64600.000,64600.000,0.008,0.008
"R","Peter Lake",1984,218,1984-08-05,"P2",6040,"Dinoflagellate","Peridinium sp.",0.008,"D",82.800,64600.000,64600.000,0.054,0.054
"R","Peter Lake",1984,218,1984-08-05,"PW",6046,"Dinoflagellate","Peridinium wisconsinense",0.010,"D",50.800,35640.000,35640.000,0.034,0.034
"R","Peter Lake",1984,218,1984-08-05,"PG",6021,"Dinoflagellate","Glenodinium quadridens",0.010,"D",34.400,12480.000,12480.000,0.013,0.013
"R","Peter Lake",1984,218,1984-08-05,"CD",4081,"Cyanophyte","Chroococcus dispersus",0.011,"B",7.700,239.000,239.000,0.000,0.000
"R","Peter Lake",1984,218,1984-08-05,"ST",2530,"Chlorophyte","Staurastrum sp.",0.006,"C",81.400,4300.000,4300.000,0.003,0.003
"R","Peter Lake",1984,218,1984-08-05,"AL",2630,"Chlorophyte","Arthrodesmus sp.",0.006,"C",77.000,18264.000,18264.000,0.011,0.011
"R","Peter Lake",1984,218,1984-08-05,"AY",2711,"Chlorophyte","Ankyra judayi",0.010,"C",66.600,153.000,153.000,0.000,0.000
"R","Peter Lake",1984,225,1984-08-12,"RR",2861,"Chlorophyte","Monomastix astigmata",0.572,"R",7.700,37.100,37.100,0.002,0.002
"R","Peter Lake",1984,225,1984-08-12,"MMP",7080,"Miscellaneous","Misc. micros, 1 flagellum",0.243,"C",5.800,102.000,102.000,0.002,0.002
"L","Paul Lake",1995,145,1995-05-25,,6052,"Dinoflagellate","Dinoflagellate-excysting",1.096,"D",26.400,,7313.530,,0.008
"L","Paul Lake",1995,145,1995-05-25,,7080,"Miscellaneous","Misc. micros, 1 flagellum",2018.365,,1.925,,3.959,,0.008
"L","Paul Lake",1995,145,1995-05-25,,7090,"Miscellaneous","Misc. micros, 2 flagella",65.109,,3.850,,9.746,,0.001
"L","Paul Lake",1994,249,1994-09-06,,7090,"Miscellaneous","Misc. micros, 2 flagella",52.087,,3.300,18.795,18.795,0.001,0.001
"L","Paul Lake",1994,249,1994-09-06,,2861,"Chlorophyte","Monomastix astigmata",833.389,"C",6.600,27.957,27.957,0.023,0.023
"L","Paul Lake",1994,249,1994-09-06,,3015,"Cryptophyte","Cryptomonas erosa",67.949,"R",14.300,247.519,247.519,0.017,0.017
"L","Paul Lake",1994,249,1994-09-06,,3017,"Cryptophyte","Cryptomonas ovata",19.727,"R",26.400,1557.440,1557.440,0.031,0.031
"L","Paul Lake",1994,249,1994-09-06,,4010,"Cyanophyte","Anabaena sp.",2.192,"B",44.000,3564.099,3564.099,0.008,0.008
"L","Paul Lake",1994,249,1994-09-06,,4161,"Cyanophyte","Merismopedia tenuissima",81.101,"B",49.500,457.380,608.867,0.037,0.049
"L","Paul Lake",1994,249,1994-09-06,,6033,"Dinoflagellate","Gymnodinium sp. 2",26.043,"D",13.200,427.692,427.692,0.011,0.011
"L","Paul Lake",1994,249,1994-09-06,,7080,"Miscellaneous","Misc. micros, 1 flagellum",2864.776,,2.200,5.569,5.569,0.016,0.016
"L","Paul Lake",1995,145,1995-05-25,,2491,"Chlorophyte","Schroederia judayi",1.096,"C",33.000,,44.169,,0.000
"L","Paul Lake",1995,145,1995-05-25,,2641,"Chlorophyte","Sphaerocystis schroeteri",1.096,"C",22.000,,356.410,,0.000
"L","Paul Lake",1995,145,1995-05-25,,2811,"Chlorophyte","Tetracystis pulchra",2.192,"C",22.000,,4109.851,,0.009
"L","Paul Lake",1995,145,1995-05-25,,2840,"Chlorophyte","Lobomonas sp.",13.022,"C",6.600,,150.360,,0.002
"L","Paul Lake",1995,145,1995-05-25,,3015,"Cryptophyte","Cryptomonas erosa",16.439,"R",15.400,,328.072,,0.005
"L","Paul Lake",1995,145,1995-05-25,,3017,"Cryptophyte","Cryptomonas ovata",1.096,"R",26.400,,1557.440,,0.002
"L","Paul Lake",1995,145,1995-05-25,,3062,"Cryptophyte","Cryptomonas caudata",52.087,"R",7.700,,397.259,,0.021
"L","Paul Lake",1994,244,1994-09-01,,7080,"Miscellaneous","Misc. micros, 1 flagellum",2083.474,,2.200,5.569,5.569,0.012,0.012
"L","Paul Lake",1994,244,1994-09-01,,7090,"Miscellaneous","Misc. micros, 2 flagella",104.174,,4.400,44.551,44.551,0.005,0.005
"L","Paul Lake",1994,244,1994-09-01,,8081,"Chlorophyte","Cystomonas starrii",2.192,"C",8.800,356.410,356.410,0.001,0.001
"L","Paul Lake",1994,249,1994-09-06,,2641,"Chlorophyte","Sphaerocystis schroeteri",15.343,"C",52.800,76984.529,4811.533,1.181,0.074
"L","Paul Lake",1994,249,1994-09-06,,2810,"Chlorophyte","Tetracystis sp.",32.879,"C",35.640,5747.109,5747.109,0.189,0.189
