Datacode,Rectype,Recyear,Recmonth,Recday,Watershed,Repsite,Spcode,Genus,Species,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Total,Comments
PBG07,2,2016,8,10,c3sc,c,10,Melanoplus,scudderi,1,1,,,,,,,,,2,
PBG07,2,2016,8,10,c3sc,c,12,Melanoplus,femurrubrum,,,,1,,,,,,,1,
PBG07,2,2016,8,10,c3sc,c,21,Orphulella,speciosa,1,,1,2,,,,,,,4,
PBG07,2,2016,8,10,c3sc,c,59,Tettigoniidae,spp.,5,6,4,7,5,4,1,,,3,35,
PBG07,2,2016,8,10,c3sc,d,4,Hypochlora,alba,,,,,,,,1,,,1,
PBG07,2,2016,8,10,c3sc,d,9,Phoetaliotes,nebrascensis,,1,,5,,,,,2,,8,
PBG07,2,2016,8,10,c3sc,d,10,Melanoplus,scudderi,,,,,,,,,,1,1,
PBG07,2,2016,8,10,c3sc,d,21,Orphulella,speciosa,,,,,,,,,1,,1,
PBG07,2,2016,8,10,c3sc,d,23,Mermiria,bivittata,,1,,,,,,,,,1,
PBG07,2,2016,8,10,c3sc,d,56,Oecanthinae,spp.,1,,,,,,,,,,1,
PBG07,2,2016,8,10,c3sc,d,59,Tettigoniidae,spp.,2,5,3,11,2,4,4,1,3,1,36,
PBG07,2,2016,8,3,0c1a,a,9,Phoetaliotes,nebrascensis,,,,1,2,1,,,,,4,
PBG07,2,2016,8,3,0c1a,a,12,Melanoplus,femurrubrum,,1,,,,,,,,,1,
PBG07,2,2016,8,3,0c1a,a,15,Melanoplus,keeleri,,1,,,,1,1,,2,,5,
PBG07,2,2016,8,3,0c1a,a,21,Orphulella,speciosa,2,,1,1,4,2,2,1,5,4,22,
PBG07,2,2016,8,3,0c1a,a,23,Mermiria,bivittata,,,1,1,,,,,,,2,
PBG07,2,2016,8,3,0c1a,a,33,Arphia,xanthoptera,,,,,,,,,,1,1,
PBG07,2,2016,8,3,0c1a,a,56,Oecanthinae,spp.,,,,1,,2,,,,,3,
PBG07,2,2016,8,3,0c1a,a,59,Tettigoniidae,spp.,,,2,6,3,5,1,5,2,4,28,
PBG07,2,2016,8,3,0c1a,b,1,Brachystola,magna,1,,,,,,,,,,1,
PBG07,2,2016,8,3,0c1a,b,9,Phoetaliotes,nebrascensis,,,1,1,1,,,,,,3,
PBG07,2,2016,8,3,0c1a,b,15,Melanoplus,keeleri,,,1,,,,1,1,,,3,
PBG07,2,2016,8,3,0c1a,b,21,Orphulella,speciosa,1,2,2,3,,,4,3,5,2,22,
PBG07,2,2016,8,3,0c1a,b,23,Mermiria,bivittata,,,1,,,,,,,,1,
PBG07,2,2016,8,3,0c1a,b,33,Arphia,xanthoptera,,,,,,,,,,1,1,
PBG07,2,2016,8,3,0c1a,b,56,Oecanthinae,spp.,1,1,,1,,,,,,,3,
PBG07,2,2016,8,3,0c1a,b,59,Tettigoniidae,spp.,4,7,3,4,,1,2,6,6,7,40,
PBG07,2,2016,8,3,0c1a,c,4,Hypochlora,alba,,,,,,,,1,1,,2,
PBG07,2,2016,8,3,0c1a,c,6,Hesperotettix,speciosus,,,,,,1,,,,,1,
PBG07,2,2016,8,3,0c1a,c,9,Phoetaliotes,nebrascensis,,,,,2,,2,,,,4,
PBG07,2,2016,8,3,0c1a,c,12,Melanoplus,femurrubrum,,,,,,1,,2,,,3,
PBG07,2,2016,8,3,0c1a,c,15,Melanoplus,keeleri,,,,,,,,,,1,1,
PBG07,2,2016,8,3,0c1a,c,21,Orphulella,speciosa,,,1,,,2,1,4,2,1,11,
PBG07,2,2016,8,3,0c1a,c,23,Mermiria,bivittata,,,,,,,1,,,,1,
PBG07,2,2016,8,3,0c1a,c,33,Arphia,xanthoptera,,,,,,1,,,,,1,
PBG07,2,2016,8,3,0c1a,c,56,Oecanthinae,spp.,1,,,,,,,1,,,2,
PBG07,2,2016,8,3,0c1a,c,59,Tettigoniidae,spp.,,,4,3,7,4,5,2,4,1,30,
PBG07,2,2016,8,3,0c1a,d,9,Phoetaliotes,nebrascensis,,,,,,,,1,,1,2,
PBG07,2,2016,8,3,0c1a,d,12,Melanoplus,femurrubrum,,1,,1,1,,,,,1,4,
PBG07,2,2016,8,3,0c1a,d,15,Melanoplus,keeleri,,,,,,,,,,1,1,
PBG07,2,2016,8,3,0c1a,d,21,Orphulella,speciosa,2,,,,2,1,1,,2,,8,
PBG07,2,2016,8,3,0c1a,d,23,Mermiria,bivittata,,,2,,,,1,,,,3,
PBG07,2,2016,8,3,0c1a,d,56,Oecanthinae,spp.,,5,1,1,1,1,2,,,,11,
PBG07,2,2016,8,3,0c1a,d,59,Tettigoniidae,spp.,,1,1,,7,3,1,,3,1,17,
PBG07,2,2016,8,4,0c3a,a,9,Phoetaliotes,nebrascensis,,,,,,,2,,,,2,
PBG07,2,2016,8,4,0c3a,a,15,Melanoplus,keeleri,,,1,,,2,,1,,1,5,
PBG07,2,2016,8,4,0c3a,a,21,Orphulella,speciosa,,1,,,,,,,1,,2,
PBG07,2,2016,8,4,0c3a,a,22,Mermiria,picta,,,,,,,,,,1,1,
PBG07,2,2016,8,4,0c3a,a,23,Mermiria,bivittata,1,,,,,,,,,,1,
PBG07,2,2016,8,4,0c3a,a,56,Oecanthinae,spp.,1,,,1,2,,2,2,1,,9,
PBG07,2,2016,8,4,0c3a,a,59,Tettigoniidae,spp.,1,1,,1,2,4,9,,2,,20,
PBG07,2,2016,8,4,0c3a,b,12,Melanoplus,femurrubrum,,,,,,,,1,,,1,
PBG07,2,2016,8,4,0c3a,b,21,Orphulella,speciosa,,1,,,,,,,,,1,
PBG07,2,2016,8,4,0c3a,b,56,Oecanthinae,spp.,,,1,1,,1,,1,,,4,
PBG07,2,2016,8,4,0c3a,b,59,Tettigoniidae,spp.,,,1,,,,,,1,,2,
PBG07,2,2016,8,4,0c3a,c,6,Hesperotettix,speciosus,,,,,1,,,,,,1,
PBG07,2,2016,8,4,0c3a,c,9,Phoetaliotes,nebrascensis,,3,,,1,,1,,1,,6,
PBG07,2,2016,8,4,0c3a,c,15,Melanoplus,keeleri,,,,,,,1,1,,,2,
PBG07,2,2016,8,4,0c3a,c,21,Orphulella,speciosa,,,,,,,1,,,,1,
PBG07,2,2016,8,4,0c3a,c,23,Mermiria,bivittata,,,,,,,1,,,,1,
PBG07,2,2016,8,4,0c3a,c,56,Oecanthinae,spp.,,1,1,,,1,1,,,,4,
PBG07,2,2016,8,4,0c3a,c,59,Tettigoniidae,spp.,,4,,,2,,1,1,,,8,
PBG07,2,2016,8,4,0c3a,d,4,Hypochlora,alba,,,,1,,,1,,,,2,
PBG07,2,2016,8,4,0c3a,d,9,Phoetaliotes,nebrascensis,,,,,,,,1,1,,2,
PBG07,2,2016,8,4,0c3a,d,15,Melanoplus,keeleri,,,,,,,,,,1,1,
PBG07,2,2016,8,4,0c3a,d,21,Orphulella,speciosa,2,,,1,,,1,1,1,1,7,
PBG07,2,2016,8,4,0c3a,d,56,Oecanthinae,spp.,,,,,3,3,,1,2,,9,
PBG07,2,2016,8,4,0c3a,d,59,Tettigoniidae,spp.,,,1,,,,2,,1,,4,
PBG07,2,2016,8,4,0c3b,a,4,Hypochlora,alba,,,,,,,,1,1,1,3,
PBG07,2,2016,8,4,0c3b,a,6,Hesperotettix,speciosus,,,,,,,,1,,,1,
PBG07,2,2016,8,4,0c3b,a,9,Phoetaliotes,nebrascensis,,2,,1,,1,,1,,,5,
PBG07,2,2016,8,4,0c3b,a,12,Melanoplus,femurrubrum,,,,,,,,1,,,1,
PBG07,2,2016,8,4,0c3b,a,15,Melanoplus,keeleri,,,,,,,1,,,,1,
PBG07,2,2016,8,4,0c3b,a,20,Syrbula,admirabilis,,,,,,,,1,,,1,
PBG07,2,2016,8,4,0c3b,a,21,Orphulella,speciosa,,,1,,,,,1,,,2,
PBG07,2,2016,8,4,0c3b,a,22,Mermiria,picta,,,,,,,,1,,,1,
PBG07,2,2016,8,4,0c3b,a,23,Mermiria,bivittata,,,,,,,,,,1,1,
PBG07,2,2016,8,4,0c3b,a,33,Arphia,xanthoptera,,,,,,,,1,,,1,
PBG07,2,2016,8,4,0c3b,a,56,Oecanthinae,spp.,,,,,,,,,,1,1,
PBG07,2,2016,8,4,0c3b,a,59,Tettigoniidae,spp.,2,4,2,5,3,,1,10,7,2,36,
PBG07,2,2016,8,4,0c3b,b,9,Phoetaliotes,nebrascensis,,,1,1,,2,,2,,,6,
PBG07,2,2016,8,4,0c3b,b,21,Orphulella,speciosa,,,,,,,,,1,2,3,
PBG07,2,2016,8,4,0c3b,b,56,Oecanthinae,spp.,,1,,,,,,,,,1,
PBG07,2,2016,8,4,0c3b,b,59,Tettigoniidae,spp.,4,2,2,,3,1,3,3,11,3,32,
PBG07,2,2016,8,4,0c3b,c,6,Hesperotettix,speciosus,,1,,1,,,,1,,,3,
PBG07,2,2016,8,4,0c3b,c,9,Phoetaliotes,nebrascensis,2,1,1,,1,2,1,,1,3,12,
PBG07,2,2016,8,4,0c3b,c,12,Melanoplus,femurrubrum,,,,1,,,,,,,1,
PBG07,2,2016,8,4,0c3b,c,15,Melanoplus,keeleri,,,,1,,,,,,,1,
PBG07,2,2016,8,4,0c3b,c,20,Syrbula,admirabilis,,1,,,,,,,,,1,
PBG07,2,2016,8,4,0c3b,c,21,Orphulella,speciosa,1,1,,,,,,,,1,3,
PBG07,2,2016,8,4,0c3b,c,23,Mermiria,bivittata,,,1,,1,,,,,,2,
PBG07,2,2016,8,4,0c3b,c,59,Tettigoniidae,spp.,3,2,3,8,4,6,1,5,2,7,41,
PBG07,2,2016,8,4,0c3b,d,9,Phoetaliotes,nebrascensis,,,,,,,,1,,3,4,
PBG07,2,2016,8,4,0c3b,d,15,Melanoplus,keeleri,,1,,,,1,,,,,2,
PBG07,2,2016,8,4,0c3b,d,23,Mermiria,bivittata,,1,,,,2,,,1,,4,
PBG07,2,2016,8,4,0c3b,d,59,Tettigoniidae,spp.,2,5,1,3,6,5,13,4,5,4,48,
PBG07,2,2016,8,4,0c3c,a,9,Phoetaliotes,nebrascensis,,2,1,,1,,,1,,,5,
PBG07,2,2016,8,4,0c3c,a,10,Melanoplus,scudderi,,,,,1,,,,,,1,
PBG07,2,2016,8,4,0c3c,a,15,Melanoplus,keeleri,,,,,1,,,,,,1,
PBG07,2,2016,8,4,0c3c,a,21,Orphulella,speciosa,2,2,1,2,,,,,,,7,
PBG07,2,2016,8,4,0c3c,a,23,Mermiria,bivittata,,1,,,,,,,,,1,
PBG07,2,2016,8,4,0c3c,a,59,Tettigoniidae,spp.,4,11,10,9,1,3,4,7,6,6,61,
PBG07,2,2016,8,4,0c3c,b,9,Phoetaliotes,nebrascensis,,,,,,,1,,1,,2,
PBG07,2,2016,8,4,0c3c,b,10,Melanoplus,scudderi,1,,,,,,,,,,1,
PBG07,2,2016,8,4,0c3c,b,21,Orphulella,speciosa,,,,,,,,1,1,,2,
PBG07,2,2016,8,4,0c3c,b,56,Oecanthinae,spp.,,,,,,1,,,,,1,
PBG07,2,2016,8,4,0c3c,b,59,Tettigoniidae,spp.,2,6,3,,10,8,14,1,5,1,50,
PBG07,2,2016,8,4,0c3c,c,4,Hypochlora,alba,,,,,2,,,1,,,3,
PBG07,2,2016,8,4,0c3c,c,9,Phoetaliotes,nebrascensis,1,1,,,,1,2,,2,,7,
PBG07,2,2016,8,4,0c3c,c,10,Melanoplus,scudderi,,,,1,,,,,,,1,
PBG07,2,2016,8,4,0c3c,c,15,Melanoplus,keeleri,,,,,,,1,,,,1,
PBG07,2,2016,8,4,0c3c,c,21,Orphulella,speciosa,,,1,,,1,1,,1,,4,
PBG07,2,2016,8,4,0c3c,c,23,Mermiria,bivittata,,,,,,,,,1,,1,
PBG07,2,2016,8,4,0c3c,c,59,Tettigoniidae,spp.,4,6,3,5,2,9,3,2,3,3,40,
PBG07,2,2016,8,4,0c3c,d,6,Hesperotettix,speciosus,,,,1,,,,,,,1,
PBG07,2,2016,8,4,0c3c,d,9,Phoetaliotes,nebrascensis,2,1,,1,,,2,3,,2,11,
PBG07,2,2016,8,4,0c3c,d,15,Melanoplus,keeleri,,,,,,,,,1,1,2,
PBG07,2,2016,8,4,0c3c,d,20,Syrbula,admirabilis,,,,,,,1,,,,1,
PBG07,2,2016,8,4,0c3c,d,21,Orphulella,speciosa,,,,2,1,,,,1,1,5,
PBG07,2,2016,8,4,0c3c,d,23,Mermiria,bivittata,1,,,,,,,,,,1,
PBG07,2,2016,8,4,0c3c,d,59,Tettigoniidae,spp.,7,4,2,6,4,3,3,3,5,6,43,
PBG07,2,2016,8,4,c1sb,a,4,Hypochlora,alba,,,,1,,,,1,,,2,
PBG07,2,2016,8,4,c1sb,a,6,Hesperotettix,speciosus,,,,,1,,,1,,,2,
PBG07,2,2016,8,4,c1sb,a,9,Phoetaliotes,nebrascensis,,,2,,1,2,1,,2,,8,
PBG07,2,2016,8,4,c1sb,a,10,Melanoplus,scudderi,,,2,,1,,,1,,,4,
PBG07,2,2016,8,4,c1sb,a,12,Melanoplus,femurrubrum,,1,,,,,,1,,,2,
PBG07,2,2016,8,4,c1sb,a,15,Melanoplus,keeleri,1,,,,,1,,1,1,2,6,
PBG07,2,2016,8,4,c1sb,a,20,Syrbula,admirabilis,,1,,,,,,,,,1,
PBG07,2,2016,8,4,c1sb,a,21,Orphulella,speciosa,,,,1,1,,2,,2,,6,
PBG07,2,2016,8,4,c1sb,a,23,Mermiria,bivittata,,,,,3,,,,1,,4,
PBG07,2,2016,8,4,c1sb,a,33,Arphia,xanthoptera,,1,,,,,,,,,1,
PBG07,2,2016,8,4,c1sb,a,42,Schistocerca,obscura,,1,,,,,,,,,1,
PBG07,2,2016,8,4,c1sb,a,56,Oecanthinae,spp.,1,2,,,,2,,,,,5,
PBG07,2,2016,8,4,c1sb,a,59,Tettigoniidae,spp.,3,6,1,2,9,4,7,1,2,5,40,
PBG07,2,2016,8,4,c1sb,b,4,Hypochlora,alba,,,,,,,1,,,,1,
PBG07,2,2016,8,4,c1sb,b,6,Hesperotettix,speciosus,,2,,,,,,2,,,4,
PBG07,2,2016,8,4,c1sb,b,9,Phoetaliotes,nebrascensis,,,,,,,,1,,,1,
PBG07,2,2016,8,4,c1sb,b,10,Melanoplus,scudderi,,,,,,,,,1,2,3,
PBG07,2,2016,8,4,c1sb,b,12,Melanoplus,femurrubrum,,,,,2,,1,,,,3,
PBG07,2,2016,8,4,c1sb,b,15,Melanoplus,keeleri,,,,1,,,,1,,,2,
PBG07,2,2016,8,4,c1sb,b,20,Syrbula,admirabilis,1,,,,,,,,,1,2,
PBG07,2,2016,8,4,c1sb,b,21,Orphulella,speciosa,5,2,,,2,1,3,4,1,1,19,
PBG07,2,2016,8,4,c1sb,b,23,Mermiria,bivittata,,,,,,,,,1,,1,
PBG07,2,2016,8,4,c1sb,b,56,Oecanthinae,spp.,1,1,2,,1,,,,1,,6,
PBG07,2,2016,8,4,c1sb,b,59,Tettigoniidae,spp.,4,1,1,3,,,2,1,2,2,16,
PBG07,2,2016,8,4,c1sb,c,4,Hypochlora,alba,,,,1,1,,,,,,2,bag #9 is missing
PBG07,2,2016,8,4,c1sb,c,6,Hesperotettix,speciosus,,1,,,,,,,,,1,bag #9 is missing
PBG07,2,2016,8,4,c1sb,c,9,Phoetaliotes,nebrascensis,,,,3,,2,,2,,1,8,bag #9 is missing
PBG07,2,2016,8,4,c1sb,c,10,Melanoplus,scudderi,,,,,1,,2,,,,3,bag #9 is missing
PBG07,2,2016,8,4,c1sb,c,12,Melanoplus,femurrubrum,,,,,,,1,,,,1,bag #9 is missing
PBG07,2,2016,8,4,c1sb,c,15,Melanoplus,keeleri,,1,,1,,1,,3,,2,8,bag #9 is missing
PBG07,2,2016,8,4,c1sb,c,16,Melanoplus,bivittatus,,1,,,,,,,,,1,bag #9 is missing
PBG07,2,2016,8,4,c1sb,c,21,Orphulella,speciosa,,,1,1,,,,,,1,3,bag #9 is missing
PBG07,2,2016,8,4,c1sb,c,23,Mermiria,bivittata,,,,2,1,,,,,,3,bag #9 is missing
PBG07,2,2016,8,4,c1sb,c,56,Oecanthinae,spp.,,,,2,1,,,,,,3,bag #9 is missing
PBG07,2,2016,8,4,c1sb,c,59,Tettigoniidae,spp.,2,2,,4,3,,1,8,,,20,bag #9 is missing
PBG07,2,2016,8,4,c1sb,d,4,Hypochlora,alba,,,,,1,1,,,,,2,
PBG07,2,2016,8,4,c1sb,d,9,Phoetaliotes,nebrascensis,,,,,,2,2,1,,,5,
PBG07,2,2016,8,4,c1sb,d,10,Melanoplus,scudderi,,,1,,,,,,,,1,
PBG07,2,2016,8,4,c1sb,d,15,Melanoplus,keeleri,,3,1,,1,,1,,,,6,
PBG07,2,2016,8,4,c1sb,d,20,Syrbula,admirabilis,,,,,,,,,1,,1,
PBG07,2,2016,8,4,c1sb,d,21,Orphulella,speciosa,3,4,2,2,,2,1,1,1,,16,
PBG07,2,2016,8,4,c1sb,d,23,Mermiria,bivittata,,,1,,,,,,1,,2,
PBG07,2,2016,8,4,c1sb,d,56,Oecanthinae,spp.,1,,,,1,,1,1,,,4,
PBG07,2,2016,8,4,c1sb,d,59,Tettigoniidae,spp.,3,7,7,4,6,,5,3,1,2,38,
PBG07,2,2016,8,4,c3sa,a,5,Campylacantha,olivacea,,,,2,,,,,,,2,
PBG07,2,2016,8,4,c3sa,a,10,Melanoplus,scudderi,,,,,1,,,,,,1,
PBG07,2,2016,8,4,c3sa,a,20,Syrbula,admirabilis,1,,,,,,,,,,1,
PBG07,2,2016,8,4,c3sa,a,21,Orphulella,speciosa,,,,1,,,,,,,1,
PBG07,2,2016,8,4,c3sa,a,23,Mermiria,bivittata,,,,,,,,,1,,1,
PBG07,2,2016,8,4,c3sa,a,56,Oecanthinae,spp.,1,,,,,,,,,,1,
PBG07,2,2016,8,4,c3sa,a,59,Tettigoniidae,spp.,,,,,,1,1,,,,2,
PBG07,2,2016,8,4,c3sa,b,4,Hypochlora,alba,,,,,,1,1,,,,2,
PBG07,2,2016,8,4,c3sa,b,20,Syrbula,admirabilis,,,,,,1,,,,,1,
PBG07,2,2016,8,4,c3sa,b,21,Orphulella,speciosa,,,,,,,,1,,,1,
PBG07,2,2016,8,4,c3sa,b,23,Mermiria,bivittata,,,,,,,,,,1,1,
PBG07,2,2016,8,4,c3sa,b,56,Oecanthinae,spp.,,1,,,,,1,,,,2,
PBG07,2,2016,8,4,c3sa,b,59,Tettigoniidae,spp.,2,1,2,1,3,7,7,3,3,1,30,
PBG07,2,2016,8,4,c3sa,c,4,Hypochlora,alba,,,,,1,,,,,,1,
PBG07,2,2016,8,4,c3sa,c,9,Phoetaliotes,nebrascensis,,,2,,,,,,,,2,
PBG07,2,2016,8,4,c3sa,c,12,Melanoplus,femurrubrum,1,1,,,2,,,,,,4,
PBG07,2,2016,8,4,c3sa,c,15,Melanoplus,keeleri,,2,,,,,,,,,2,
PBG07,2,2016,8,4,c3sa,c,20,Syrbula,admirabilis,,,,,1,,,,,,1,
PBG07,2,2016,8,4,c3sa,c,33,Arphia,xanthoptera,,,,1,,,,,,,1,
PBG07,2,2016,8,4,c3sa,c,56,Oecanthinae,spp.,,1,,2,,,1,,,,4,
PBG07,2,2016,8,4,c3sa,c,59,Tettigoniidae,spp.,1,2,1,2,2,,1,1,,,10,
PBG07,2,2016,8,4,c3sa,d,6,Hesperotettix,speciosus,,,1,1,1,,,,,1,4,
PBG07,2,2016,8,4,c3sa,d,9,Phoetaliotes,nebrascensis,,,,,1,,,,,,1,
PBG07,2,2016,8,4,c3sa,d,10,Melanoplus,scudderi,,,,,,1,,,1,,2,
PBG07,2,2016,8,4,c3sa,d,21,Orphulella,speciosa,,,,,,,1,1,,,2,
PBG07,2,2016,8,4,c3sa,d,23,Mermiria,bivittata,,,,,,1,,,,1,2,
PBG07,2,2016,8,4,c3sa,d,56,Oecanthinae,spp.,,,,,1,,,,,,1,
PBG07,2,2016,8,4,c3sa,d,59,Tettigoniidae,spp.,,2,1,3,5,6,4,2,4,2,29,
PBG07,2,2016,8,4,c3sb,a,4,Hypochlora,alba,,,,1,2,,,,1,,4,
PBG07,2,2016,8,4,c3sb,a,9,Phoetaliotes,nebrascensis,,,,,,1,,1,,,2,
PBG07,2,2016,8,4,c3sb,a,12,Melanoplus,femurrubrum,2,,,,,,1,1,1,,5,
PBG07,2,2016,8,4,c3sb,a,15,Melanoplus,keeleri,1,,1,,,,,,,,2,
PBG07,2,2016,8,4,c3sb,a,21,Orphulella,speciosa,2,,1,,,,,,1,,4,
PBG07,2,2016,8,4,c3sb,a,23,Mermiria,bivittata,1,,,,,,,,,,1,
PBG07,2,2016,8,4,c3sb,a,33,Arphia,xanthoptera,,,,,,1,,,,,1,
PBG07,2,2016,8,4,c3sb,a,56,Oecanthinae,spp.,1,2,2,1,,1,2,4,4,3,20,
PBG07,2,2016,8,4,c3sb,a,59,Tettigoniidae,spp.,1,2,8,1,2,2,2,2,1,5,26,
PBG07,2,2016,8,4,c3sb,b,4,Hypochlora,alba,1,,,,,,,,,3,4,
PBG07,2,2016,8,4,c3sb,b,6,Hesperotettix,speciosus,,,,,,1,,,,2,3,
PBG07,2,2016,8,4,c3sb,b,9,Phoetaliotes,nebrascensis,,,,,1,1,,,,2,4,
PBG07,2,2016,8,4,c3sb,b,10,Melanoplus,scudderi,,,,,,,1,,,,1,
PBG07,2,2016,8,4,c3sb,b,12,Melanoplus,femurrubrum,2,1,,1,,,,,,,4,
PBG07,2,2016,8,4,c3sb,b,15,Melanoplus,keeleri,,,,1,,,,,,,1,
PBG07,2,2016,8,4,c3sb,b,21,Orphulella,speciosa,,,,,,,,1,1,,2,
PBG07,2,2016,8,4,c3sb,b,56,Oecanthinae,spp.,2,1,,2,,1,1,,,,7,
PBG07,2,2016,8,4,c3sb,b,59,Tettigoniidae,spp.,5,2,2,,,1,1,2,2,5,20,
PBG07,2,2016,8,4,c3sb,c,4,Hypochlora,alba,,,,1,1,,,,,,2,
PBG07,2,2016,8,4,c3sb,c,9,Phoetaliotes,nebrascensis,,1,1,1,,,,,1,1,5,
PBG07,2,2016,8,4,c3sb,c,12,Melanoplus,femurrubrum,,1,1,,,,,,,,2,
PBG07,2,2016,8,4,c3sb,c,21,Orphulella,speciosa,,,,1,1,,,,,,2,
PBG07,2,2016,8,4,c3sb,c,22,Mermiria,picta,,,1,,,,,,,,1,
PBG07,2,2016,8,4,c3sb,c,56,Oecanthinae,spp.,3,1,,,,,,,,1,5,
PBG07,2,2016,8,4,c3sb,c,59,Tettigoniidae,spp.,,,,2,4,,1,3,1,1,12,
PBG07,2,2016,8,4,c3sb,d,4,Hypochlora,alba,,,,,,1,,,,,1,
PBG07,2,2016,8,4,c3sb,d,9,Phoetaliotes,nebrascensis,,,1,1,,,,,,,2,
PBG07,2,2016,8,4,c3sb,d,15,Melanoplus,keeleri,,,,1,,,,,,,1,
PBG07,2,2016,8,4,c3sb,d,21,Orphulella,speciosa,1,,,,,,1,,,,2,
PBG07,2,2016,8,4,c3sb,d,27,Boopedon,nubilum,,,,,,1,,,,,1,
PBG07,2,2016,8,4,c3sb,d,56,Oecanthinae,spp.,2,,,,2,,,,,1,5,
PBG07,2,2016,8,4,c3sb,d,59,Tettigoniidae,spp.,3,2,2,,,1,,,3,3,14,
PBG07,2,2016,8,4,c3sc,a,6,Hesperotettix,speciosus,,,,1,,,,,,,1,
PBG07,2,2016,8,4,c3sc,a,9,Phoetaliotes,nebrascensis,,,,,,,2,,,,2,
PBG07,2,2016,8,4,c3sc,a,10,Melanoplus,scudderi,,1,,,,,,,,,1,
PBG07,2,2016,8,4,c3sc,a,12,Melanoplus,femurrubrum,,,,2,,,,,,,2,
PBG07,2,2016,8,4,c3sc,a,21,Orphulella,speciosa,,,1,,1,,,,,1,3,
PBG07,2,2016,8,4,c3sc,a,56,Oecanthinae,spp.,,,,1,,,,,,,1,
PBG07,2,2016,8,4,c3sc,a,59,Tettigoniidae,spp.,2,1,1,1,5,4,2,3,1,5,25,
PBG07,2,2016,8,4,c3sc,b,4,Hypochlora,alba,,,,,,,1,,,,1,
PBG07,2,2016,8,4,c3sc,b,9,Phoetaliotes,nebrascensis,,,2,,,,1,,,,3,
PBG07,2,2016,8,4,c3sc,b,12,Melanoplus,femurrubrum,,,,,,,2,,,,2,
PBG07,2,2016,8,4,c3sc,b,15,Melanoplus,keeleri,,,1,,1,,,,,,2,
PBG07,2,2016,8,4,c3sc,b,21,Orphulella,speciosa,1,,,,1,1,,,,,3,
PBG07,2,2016,8,4,c3sc,b,56,Oecanthinae,spp.,,,1,,1,,,,,,2,
PBG07,2,2016,8,4,c3sc,b,59,Tettigoniidae,spp.,5,,2,1,7,5,6,2,2,1,31,
PBG07,2,2016,8,4,c3sc,c,6,Hesperotettix,speciosus,,,,,,,,,,1,1,
PBG07,2,2016,8,4,c3sc,c,9,Phoetaliotes,nebrascensis,2,1,,1,2,1,2,1,1,,11,
PBG07,2,2016,8,4,c3sc,c,12,Melanoplus,femurrubrum,,,2,,1,,,,,,3,
PBG07,2,2016,8,4,c3sc,c,16,Melanoplus,bivittatus,,,,,,,1,,,,1,
PBG07,2,2016,8,4,c3sc,c,21,Orphulella,speciosa,2,,2,,,,,,,,4,
PBG07,2,2016,8,4,c3sc,c,22,Mermiria,picta,,,1,,,,,,,,1,
PBG07,2,2016,8,4,c3sc,c,56,Oecanthinae,spp.,,,,,,,,,1,,1,
PBG07,2,2016,8,4,c3sc,c,59,Tettigoniidae,spp.,6,4,9,4,5,1,2,5,3,2,41,
PBG07,2,2016,8,4,c3sc,d,6,Hesperotettix,speciosus,,,,,,,,1,,,1,
PBG07,2,2016,8,4,c3sc,d,9,Phoetaliotes,nebrascensis,1,2,,,,,,1,,,4,
PBG07,2,2016,8,4,c3sc,d,21,Orphulella,speciosa,1,1,,1,,,,,,1,4,
PBG07,2,2016,8,4,c3sc,d,59,Tettigoniidae,spp.,9,7,7,6,,3,1,1,1,,35,
PBG07,2,2016,8,9,0c1a,a,6,Hesperotettix,speciosus,,,,,,,,,1,,1,
PBG07,2,2016,8,9,0c1a,a,9,Phoetaliotes,nebrascensis,,2,2,,1,,2,2,1,,10,
PBG07,2,2016,8,9,0c1a,a,10,Melanoplus,scudderi,,,,,,,,,1,,1,
PBG07,2,2016,8,9,0c1a,a,15,Melanoplus,keeleri,,,1,1,,1,,,,,3,
PBG07,2,2016,8,9,0c1a,a,21,Orphulella,speciosa,2,,2,,1,1,,1,4,,11,
PBG07,2,2016,8,9,0c1a,a,56,Oecanthinae,spp.,2,,2,,,,2,,,,6,
PBG07,2,2016,8,9,0c1a,a,59,Tettigoniidae,spp.,5,3,2,3,2,1,1,2,2,,21,
PBG07,2,2016,8,9,0c1a,b,9,Phoetaliotes,nebrascensis,,,2,,3,,,,,1,6,
PBG07,2,2016,8,9,0c1a,b,10,Melanoplus,scudderi,,,,,,,,1,,,1,
PBG07,2,2016,8,9,0c1a,b,21,Orphulella,speciosa,,1,,2,2,1,,1,3,4,14,
PBG07,2,2016,8,9,0c1a,b,56,Oecanthinae,spp.,,2,1,1,3,,1,2,3,3,16,
PBG07,2,2016,8,9,0c1a,b,59,Tettigoniidae,spp.,1,6,2,1,9,8,4,5,8,9,53,
PBG07,2,2016,8,9,0c1a,c,9,Phoetaliotes,nebrascensis,1,,,2,,,,,1,2,6,
PBG07,2,2016,8,9,0c1a,c,10,Melanoplus,scudderi,,,,,,,,,,1,1,
PBG07,2,2016,8,9,0c1a,c,15,Melanoplus,keeleri,,3,,,,1,1,,1,1,7,
PBG07,2,2016,8,9,0c1a,c,18,Melanoplus,spp.,,,1,,,,,,,,1,
PBG07,2,2016,8,9,0c1a,c,20,Syrbula,admirabilis,,,1,,,,,,,,1,
