date,treatment,block,plot,subplot,subplot.t,vial.num,subfamily,genus,species,spec.code,count
2011-08-18,hardwood control,Valley,8,A,exclosure,,Myrmicinae,Myrmica,punctiventris,myrpun,1
2011-08-18,hardwood control,Valley,8,B,exclosure,,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,girdle,Valley,1,A,control,5010,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-06-07,girdle,Valley,1,A,control,5077,Formicinae,Lasius,alienus,lasali,1
2012-06-07,girdle,Valley,1,A,disturbance,5076,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,girdle,Valley,1,B,control,5011,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,girdle,Valley,1,B,control,5078,Formicinae,Camponotus,novaeboracensis,camnov,1
2012-06-07,girdle,Valley,1,B,disturbance,5008,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-06-07,girdle,Valley,1,B,disturbance,5079,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-06-07,girdle,Valley,1,B,exclosure,5080,Myrmicinae,Myrmica,punctiventris,myrpun,1
2012-06-07,log,Valley,2,A,control,5081,Myrmicinae,Aphaenogaster,picea,aphpic,3
2012-06-07,log,Valley,2,A,control,5002A,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,log,Valley,2,A,control,5081,Formicinae,Camponotus,novaeboracensis,camnov,1
2012-06-07,log,Valley,2,A,control,5081,Formicinae,Camponotus,pennsylvanicus,campen,2
2012-06-07,log,Valley,2,A,control,5081,Formicinae,Formica,aserva,forase,1
2012-06-07,log,Valley,2,A,control,5006,Myrmicinae,Myrmica,sculptilis,myrscu,1
2012-06-07,log,Valley,2,A,control,5081,Myrmicinae,Myrmica,sculptilis,myrscu,1
2012-06-07,log,Valley,2,A,disturbance,5005,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,log,Valley,2,A,disturbance,5083,Myrmicinae,Aphaenogaster,picea,aphpic,2
2012-06-07,log,Valley,2,A,disturbance,5083,Formicinae,Formica,subsericea,forsub3,2
2012-06-07,log,Valley,2,A,disturbance,5083,Myrmicinae,Myrmica,sculptilis,myrscu,1
2012-06-07,log,Valley,2,A,exclosure,5082,Myrmicinae,Myrmica,punctiventris,myrpun,3
2012-06-07,log,Valley,2,A,exclosure,5082,Dolichoderinae,Tapinoma,sessile,tapses,1
2012-06-07,log,Valley,2,B,control,5084,Myrmicinae,Aphaenogaster,picea,aphpic,2
2012-06-07,log,Valley,2,B,control,5038,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-06-07,log,Valley,2,B,control,5084,Formicinae,Camponotus,pennsylvanicus,campen,3
2012-06-07,log,Valley,2,B,control,5084,Myrmicinae,Stenamma,impar,steimp,1
2012-06-07,log,Valley,2,B,disturbance,5085,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,log,Valley,2,B,disturbance,5085,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-06-07,log,Valley,2,B,disturbance,5085,Formicinae,Formica,subsericea,forsub3,1
2012-06-07,log,Valley,2,B,exclosure,5013,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,hemlock control,Valley,3,A,disturbance,5087,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,hemlock control,Valley,3,A,exclosure,5088,Myrmicinae,Aphaenogaster,picea,aphpic,5
2012-06-07,hemlock control,Valley,3,B,control,5089,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,hemlock control,Valley,3,B,control,5089,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-06-07,log,Ridge,4,A,control,5091,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,log,Ridge,4,A,control,5091,Formicinae,Camponotus,pennsylvanicus,campen,2
2012-06-07,log,Ridge,4,B,control,5002,Myrmicinae,Aphaenogaster,picea,aphpic,2
2012-06-07,log,Ridge,4,B,control,5094,Myrmicinae,Aphaenogaster,picea,aphpic,3
2012-06-07,log,Ridge,4,B,control,5094,Formicinae,Camponotus,pennsylvanicus,campen,2
2012-06-07,log,Ridge,4,B,control,5094,Myrmicinae,Stenamma,impar,steimp,1
2012-06-07,log,Ridge,4,B,disturbance,5095,Formicinae,Camponotus,novaeboracensis,camnov,1
2012-06-07,log,Ridge,4,B,disturbance,5023,Formicinae,Camponotus,pennsylvanicus,campen,2
2012-06-07,log,Ridge,4,B,disturbance,5095,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-06-07,log,Ridge,4,B,disturbance,5095,Formicinae,Formica,subsericea,forsub3,21
2012-06-07,log,Ridge,4,B,disturbance,5023A,Formicinae,Formica,subsericea,forsub3,1
2012-06-07,log,Ridge,4,B,exclosure,5096,Formicinae,Formica,neogagates,forneo1,1
2012-06-07,log,Ridge,4,B,exclosure,5096,Formicinae,Formica,subsericea,forsub3,1
2012-06-07,log,Ridge,4,B,exclosure,5096,Myrmicinae,Myrmica,sculptilis,myrscu,4
2012-06-07,girdle,Ridge,5,A,control,5097,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,girdle,Ridge,5,A,control,5026A,Myrmicinae,Aphaenogaster,picea,aphpic,2
2012-06-07,girdle,Ridge,5,A,control,5026,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-06-07,girdle,Ridge,5,A,control,5097,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-06-07,girdle,Ridge,5,A,disturbance,5098,Myrmicinae,Aphaenogaster,picea,aphpic,2
2012-06-07,girdle,Ridge,5,A,disturbance,5029A,Myrmicinae,Aphaenogaster,picea,aphpic,4
2012-06-07,girdle,Ridge,5,A,disturbance,5029,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-06-07,girdle,Ridge,5,A,disturbance,5098,Formicinae,Camponotus,pennsylvanicus,campen,4
2012-06-07,girdle,Ridge,5,A,disturbance,5098,Myrmicinae,Stenamma,impar,steimp,2
2012-06-07,girdle,Ridge,5,B,control,5028,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,girdle,Ridge,5,B,control,5099,Myrmicinae,Aphaenogaster,picea,aphpic,2
2012-06-07,girdle,Ridge,5,B,disturbance,5027,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-06-07,girdle,Ridge,5,B,exclosure,5100,Myrmicinae,Aphaenogaster,picea,aphpic,2
2012-06-07,hemlock control,Ridge,6,A,disturbance,5102,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,hemlock control,Ridge,6,A,exclosure,5103,Myrmicinae,Stenamma,impar,steimp,1
2012-06-07,hemlock control,Ridge,6,B,control,5033,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,hemlock control,Ridge,6,B,control,5104,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,hemlock control,Ridge,6,B,disturbance,5105,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-06-07,hemlock control,Ridge,6,B,exclosure,5106,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,hardwood control,Ridge,7,A,control,5036,Myrmicinae,Aphaenogaster,picea,aphpic,3
2012-06-07,hardwood control,Ridge,7,A,control,5107,Myrmicinae,Aphaenogaster,picea,aphpic,12
2012-06-07,hardwood control,Ridge,7,A,control,5107,Formicinae,Formica,lasioides,forlas,2
2012-06-07,hardwood control,Ridge,7,A,exclosure,5109,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,hardwood control,Ridge,7,A,exclosure,5039,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,hardwood control,Ridge,7,B,control,5111,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-06-07,hardwood control,Ridge,7,B,control,5111,Myrmicinae,Myrmica,punctiventris,myrpun,2
2012-06-07,hardwood control,Ridge,7,B,disturbance,5110,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,hardwood control,Ridge,7,B,disturbance,5110,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-06-07,hardwood control,Ridge,7,B,exclosure,5112,Formicinae,Formica,subsericea,forsub3,1
2012-06-07,hardwood control,Ridge,7,B,exclosure,5037,Myrmicinae,Myrmica,punctiventris,myrpun,1
2012-06-07,hardwood control,Valley,8,A,control,5113,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-06-07,hardwood control,Valley,8,A,disturbance,5114,Formicinae,Camponotus,pennsylvanicus,campen,2
2012-06-07,hardwood control,Valley,8,A,exclosure,5043,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,hardwood control,Valley,8,B,control,5116,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-06-07,hardwood control,Valley,8,B,control,5116,Myrmicinae,Myrmica,punctiventris,myrpun,1
2012-08-01,girdle,Valley,1,A,control,5620,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-08-01,girdle,Valley,1,A,control,5620,Formicinae,Camponotus,pennsylvanicus,campen,19
2012-08-01,girdle,Valley,1,A,control,5620,Myrmicinae,Myrmica,punctiventris,myrpun,1
2012-08-01,girdle,Valley,1,A,control,5620,Myrmicinae,Myrmica,AF-smi,myrsmi,1
2012-08-01,girdle,Valley,1,A,disturbance,5611,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-08-01,girdle,Valley,1,B,control,5606,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-08-01,girdle,Valley,1,B,control,5609,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-08-01,girdle,Valley,1,B,disturbance,5617,Dolichoderniae,Tapinoma,sessile,tapses,1
2012-08-01,log,Valley,2,A,control,5618,Formicinae,Camponotus,pennsylvanicus,campen,4
2012-08-01,log,Valley,2,A,control,5621,Myrmicinae,Myrmica,punctiventris,myrpun,1
2012-08-01,log,Valley,2,A,control,5618,Myrmicinae,Myrmica,AF-smi,myrsmi,2
2012-08-01,log,Valley,2,A,disturbance,5612,Myrmicinae,Aphaenogaster,picea,aphpic,2
2012-08-01,log,Valley,2,A,disturbance,5612,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-08-01,log,Valley,2,A,disturbance,5612,Myrmicinae,Myrmica,AF-smi,myrsmi,1
2012-08-01,log,Valley,2,B,control,5615,Myrmicinae,Aphaenogaster,picea,aphpic,3
2012-08-01,log,Valley,2,B,control,5615,Formicinae,Formica,subintegra,forsub2,6
2012-08-01,log,Valley,2,B,control,5615,Formicinae,Formica,subsericea,forsub3,1
2012-08-01,log,Valley,2,B,disturbance,5622,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-08-01,log,Valley,2,B,disturbance,5622,Dolichoderinae,Tapinoma,sessile,tapses,1
2012-08-01,hemlock control,Valley,3,A,control,5607,Formicinae,Camponotus,pennsylvanicus,campen,7
2012-08-01,hemlock control,Valley,3,A,disturbance,5614,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-08-01,hemlock control,Valley,3,A,disturbance,5614,Formicinae,Camponotus,pennsylvanicus,campen,2
2012-08-01,hemlock control,Valley,3,A,exclosure,5623,Myrmicinae,Aphaenogaster,picea,aphpic,2
2012-08-01,log,Ridge,4,A,disturbance,5635,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-08-01,log,Ridge,4,A,disturbance,5635,Formicinae,Camponotus,novaeboracensis,camnov,1
2012-08-01,log,Ridge,4,A,disturbance,5635,Formicinae,Camponotus,pennsylvanicus,campen,2
2012-08-01,log,Ridge,4,A,exclosure,5644,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-08-01,log,Ridge,4,B,control,5640,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-08-01,log,Ridge,4,B,control,5640,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-08-01,log,Ridge,4,B,control,5639,Formicinae,Camponotus,pennsylvanicus,campen,2
2012-08-01,log,Ridge,4,B,disturbance,5643,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-08-01,log,Ridge,4,B,disturbance,5643,Formicinae,Camponotus,pennsylvanicus,campen,6
2012-08-01,log,Ridge,4,B,disturbance,5643,Formicinae,Formica,subsericea,forsub3,7
2012-08-01,girdle,Ridge,5,A,control,5631,Myrmicinae,Aphaenogaster,picea,aphpic,4
2012-08-01,girdle,Ridge,5,A,control,5631,Formicinae,Camponotus,pennsylvanicus,campen,2
2012-08-01,girdle,Ridge,5,A,disturbance,5625,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-08-01,girdle,Ridge,5,A,disturbance,5625,Formicinae,Camponotus,pennsylvanicus,campen,2
2012-08-01,girdle,Ridge,5,B,control,5628,Formicinae,Camponotus,pennsylvanicus,campen,7
2012-08-01,girdle,Ridge,5,B,exclosure,5633,Myrmicinae,Aphaenogaster,picea,aphpic,4
2012-08-01,hemlock control,Ridge,6,B,control,5638,Myrmicinae,Aphaenogaster,picea,aphpic,1
2012-08-01,hemlock control,Ridge,6,B,exclosure,5641,Myrmicinae,Aphaenogaster,picea,aphpic,2
2012-08-01,hardwood control,Ridge,7,A,exclosure,5632,Myrmicinae,Aphaenogaster,picea,aphpic,3
2012-08-01,hardwood control,Ridge,7,B,exclosure,5642,Formicinae,Formica,subsericea,forsub3,1
2012-08-01,hardwood control,Valley,8,A,disturbance,5600,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-08-01,hardwood control,Valley,8,B,control,5601,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-08-01,hardwood control,Valley,8,B,control,5601,Formicinae,Formica,subsericea,forsub3,1
2012-08-01,hardwood control,Valley,8,B,disturbance,5619,Formicinae,Camponotus,pennsylvanicus,campen,1
2012-08-01,hardwood control,Valley,8,B,exclosure,5610,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-06-05,girdle,Valley,1,B,disturbance,6009,Formicinae,Lasius,alienus,lasali,1
2013-06-05,log,Valley,2,A,control,6010,Myrmicinae,Aphaenogaster,picea,aphpic,6
2013-06-05,log,Valley,2,A,control,6010,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-06-05,log,Valley,2,A,control,6011,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-06-05,log,Valley,2,A,control,6011,Myrmicinae,Myrmica,punctiventris,myrpun,1
2013-06-05,log,Valley,2,A,disturbance,6014,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-06-05,log,Valley,2,A,disturbance,6014,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-06-05,log,Valley,2,A,disturbance,6014,Myrmicinae,Myrmica,AF-smi,myrsmi,1
2013-06-05,log,Valley,2,A,disturbance,6015,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-06-05,log,Valley,2,A,exclosure,6016,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-06-05,log,Valley,2,A,exclosure,6012,Myrmicinae,Myrmica,punctiventris,myrpun,3
2013-06-05,log,Valley,2,A,exclosure,6012,Myrmicinae,Myrmica,AF-smi,myrsmi,2
2013-06-05,log,Valley,2,A,exclosure,6013,Formicinae,Formica,subsericea,forsub3,1
2013-06-05,log,Valley,2,B,control,6021,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-06-05,log,Valley,2,B,disturbance,6019,Formicinae,Camponotus,novaeboracensis,camnov,1
2013-06-05,log,Valley,2,B,exclosure,6017,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-06-05,hemlock control,Valley,3,A,control,6024,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-06-05,hemlock control,Valley,3,A,disturbance,6026,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-06-05,hemlock control,Valley,3,A,exclosure,6023,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-06-05,log,Ridge,4,B,control,6042,Myrmicinae,Aphaenogaster,picea,aphpic,3
2013-06-05,log,Ridge,4,B,control,6043,Myrmicinae,Aphaenogaster,picea,aphpic,3
2013-06-05,log,Ridge,4,B,control,6043,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-06-05,log,Ridge,4,B,control,6043,Myrmicinae,Myrmica,punctiventris,myrpun,1
2013-06-05,log,Ridge,4,B,disturbance,6040,Myrmicinae,Myrmica,AF-smi,myrsmi,1
2013-06-05,log,Ridge,4,B,exclosure,6038,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-06-05,log,Ridge,4,B,exclosure,6038,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-06-05,log,Ridge,4,B,exclosure,6039,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-06-05,log,Ridge,4,B,exclosure,6039,Formicinae,Formica,subsericea,forsub3,1
2013-06-05,girdle,Ridge,5,A,control,6046,Formicinae,Camponotus,novaeboracensis,camnov,1
2013-06-05,girdle,Ridge,5,A,disturbance,6047,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-06-05,girdle,Ridge,5,A,disturbance,6048,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-06-05,girdle,Ridge,5,A,exclosure,6044,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-06-05,girdle,Ridge,5,A,exclosure,6045,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-06-05,girdle,Ridge,5,B,control,6051,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-06-05,girdle,Ridge,5,B,control,6052,Myrmicinae,Aphaenogaster,picea,aphpic,4
2013-06-05,girdle,Ridge,5,B,control,6052,Formicinae,Camponotus,pennsylvanicus,campen,2
2013-06-05,hemlock control,Ridge,6,A,control,6057,Myrmicinae,Aphaenogaster,picea,aphpic,4
2013-06-05,hemlock control,Ridge,6,B,control,6063,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-06-05,hemlock control,Ridge,6,B,disturbance,6065,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-06-05,hemlock control,Ridge,6,B,disturbance,6066,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-06-05,hemlock control,Ridge,6,B,exclosure,6061,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-06-05,hemlock control,Ridge,6,B,exclosure,6062,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-06-05,hardwood control,Ridge,7,A,control,6069,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-06-05,hardwood control,Ridge,7,A,exclosure,6067,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-06-05,hardwood control,Ridge,7,B,control,6075,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-06-05,hardwood control,Ridge,7,B,exclosure,6072,Myrmicinae,Myrmica,punctiventris,myrpun,3
2013-06-05,hardwood control,Ridge,7,B,exclosure,6073,Myrmicinae,Myrmica,punctiventris,myrpun,1
2013-06-05,hardwood control,Valley,8,A,exclosure,6078,Myrmicinae,Myrmica,punctiventris,myrpun,3
2013-06-05,hardwood control,Valley,8,A,exclosure,6079,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-06-05,hardwood control,Valley,8,B,control,6087,Myrmicinae,Myrmica,punctiventris,myrpun,6
2013-06-05,hardwood control,Valley,8,B,disturbance,6088,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-06-05,hardwood control,Valley,8,B,disturbance,6088,Myrmicinae,Myrmica,punctiventris,myrpun,1
2013-06-05,hardwood control,Valley,8,B,disturbance,6089,Myrmicinae,Myrmica,punctiventris,myrpun,2
2013-06-05,hardwood control,Valley,8,B,exclosure,6084,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-06-05,hardwood control,Valley,8,B,exclosure,6085,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-07-05,girdle,Valley,1,A,control,6091,Myrmicinae,Myrmica,punctiventris,myrpun,3
2013-07-05,girdle,Valley,1,A,control,6092,Myrmicinae,Myrmica,AF-smi,myrsmi,1
2013-07-05,girdle,Valley,1,A,disturbance,6093,Myrmicinae,Myrmica,punctiventris,myrpun,1
2013-07-05,girdle,Valley,1,A,disturbance,6094,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-07-05,girdle,Valley,1,A,disturbance,6094,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-07-05,girdle,Valley,1,A,exclosure,6090,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-07-05,girdle,Valley,1,B,disturbance,6097,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-07-05,girdle,Valley,1,B,disturbance,6097,Myrmicinae,Myrmica,AF-smi,myrsmi,1
2013-07-05,girdle,Valley,1,B,disturbance,6098,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-07-05,log,Valley,2,A,control,6100,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-07-05,log,Valley,2,A,disturbance,6102,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-07-05,log,Valley,2,A,disturbance,6103,Myrmicinae,Aphaenogaster,picea,aphpic,3
2013-07-05,log,Valley,2,A,disturbance,6103,Formicinae,Camponotus,pennsylvanicus,campen,2
2013-07-05,log,Valley,2,A,disturbance,6103,Myrmicinae,Myrmica,punctiventris,myrpun,3
2013-07-05,log,Valley,2,A,exclosure,6099,Myrmicinae,Myrmica,punctiventris,myrpun,4
2013-07-05,log,Valley,2,A,exclosure,6099,Dolichoderinae,Tapinoma,sessile,tapses,1
2013-07-05,log,Valley,2,B,control,6107,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-07-05,log,Valley,2,B,disturbance,6108,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-07-05,log,Valley,2,B,disturbance,6108,Myrmicinae,Stenamma,deiki,stedie,1
2013-07-05,log,Valley,2,B,disturbance,6109,Myrmicinae,Myrmica,punctiventris,myrpun,1
2013-07-05,log,Valley,2,B,exclosure,6104,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-07-05,hemlock control,Valley,3,B,exclosure,6113,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-07-05,log,Ridge,4,A,control,6118,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-07-05,log,Ridge,4,A,control,6118,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-07-05,log,Ridge,4,A,control,6119,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-07-05,log,Ridge,4,A,disturbance,6120,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-07-05,log,Ridge,4,A,disturbance,6120,Formicinae,Camponotus,novaeboracensis,camnov,1
2013-07-05,log,Ridge,4,A,exclosure,6116,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-07-05,log,Ridge,4,A,exclosure,6116,Formicinae,Camponotus,novaeboracensis,camnov,1
2013-07-05,log,Ridge,4,A,exclosure,6116,Myrmicinae,Myrmica,punctiventris,myrpun,1
2013-07-05,log,Ridge,4,A,exclosure,6117,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-07-05,log,Ridge,4,B,control,6123,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-07-05,log,Ridge,4,B,control,6123,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-07-05,log,Ridge,4,B,control,6123,Myrmicinae,Stenamma,impar,steimp,1
2013-07-05,log,Ridge,4,B,disturbance,6124,Formicinae,Camponotus,novaeboracensis,camnov,1
2013-07-05,log,Ridge,4,B,disturbance,6124,Formicinae,Formica,subsericea,forsub3,2
2013-07-05,log,Ridge,4,B,disturbance,6125,Formicinae,Camponotus,novaeboracensis,camnov,1
2013-07-05,log,Ridge,4,B,disturbance,6125,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-07-05,log,Ridge,4,B,exclosure,6121,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-07-05,log,Ridge,4,B,exclosure,6121,Formicinae,Lasius,umbratus,lasumb,3
2013-07-05,log,Ridge,4,B,exclosure,6122,Myrmicinae,Myrmica,AF-smi,myrsmi,1
2013-07-05,girdle,Ridge,5,A,control,6128,Myrmicinae,Aphaenogaster,picea,aphpic,4
2013-07-05,girdle,Ridge,5,A,control,6129,Myrmicinae,Aphaenogaster,picea,aphpic,8
2013-07-05,girdle,Ridge,5,A,disturbance,6130,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-07-05,girdle,Ridge,5,A,exclosure,6126,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-07-05,girdle,Ridge,5,A,exclosure,6126,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-07-05,girdle,Ridge,5,B,control,6134,Myrmicinae,Aphaenogaster,picea,aphpic,14
2013-07-05,girdle,Ridge,5,B,control,6135,Myrmicinae,Aphaenogaster,picea,aphpic,8
2013-07-05,girdle,Ridge,5,B,control,6135,Formicinae,Camponotus,pennsylvanicus,campen,2
2013-07-05,girdle,Ridge,5,B,disturbance,6137,Myrmicinae,Temnothorax,longispinosus,temlon,1
2013-07-05,girdle,Ridge,5,B,exclosure,6132,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-07-05,hemlock control,Ridge,6,A,control,6140,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-07-05,hemlock control,Ridge,6,A,disturbance,6141,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-07-05,hemlock control,Ridge,6,B,disturbance,6146,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-07-05,hemlock control,Ridge,6,B,disturbance,6142,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-07-05,hemlock control,Ridge,6,B,exclosure,6143,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-07-05,hemlock control,Ridge,6,B,exclosure,6143,Myrmicinae,Stenamma,impar,steimp,1
2013-07-05,hardwood control,Ridge,7,A,control,6148,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-07-05,hardwood control,Ridge,7,A,control,6148,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-07-05,hardwood control,Ridge,7,A,control,6149,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-07-05,hardwood control,Ridge,7,A,control,6149,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-07-05,hardwood control,Ridge,7,A,disturbance,6150,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-07-05,hardwood control,Ridge,7,B,disturbance,6155,Formicinae,Formica,subsericea,forsub3,1
2013-07-05,hardwood control,Ridge,7,B,exclosure,6152,Formicinae,Formica,subintegra,forsub2,1
2013-07-05,hardwood control,Ridge,7,B,exclosure,6153,Myrmicinae,Myrmica,punctiventris,myrpun,3
2013-07-05,hardwood control,Valley,8,A,disturbance,6160,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-07-05,hardwood control,Valley,8,A,disturbance,6160,Myrmicinae,Myrmica,punctiventris,myrpun,2
2013-07-05,hardwood control,Valley,8,A,disturbance,6161,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-07-05,hardwood control,Valley,8,A,exclosure,6157,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-07-05,hardwood control,Valley,8,B,control,6164,Myrmicinae,Aphaenogaster,picea,aphpic,5
2013-07-05,hardwood control,Valley,8,B,disturbance,6167,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-07-05,hardwood control,Valley,8,B,exclosure,6163,Myrmicinae,Aphaenogaster,picea,aphpic,3
2013-08-14,girdle,Valley,1,A,control,6461,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-08-14,girdle,Valley,1,A,disturbance,6464,Formicinae,Camponotus,pennsylvanicus,campen,2
2013-08-14,girdle,Valley,1,B,control,6466,Formicinae,Camponotus,novaeboracensis,camnov,1
2013-08-14,girdle,Valley,1,B,control,6466,Myrmicinae,Myrmica,punctiventris,myrpun,1
2013-08-14,girdle,Valley,1,B,disturbance,6468,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-08-14,log,Valley,2,A,control,6469,Formicinae,Camponotus,novaeboracensis,camnov,1
2013-08-14,log,Valley,2,A,control,6469,Formicinae,Camponotus,pennsylvanicus,campen,1
