DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,WATERSHED,SOILTYPE,REPSITE,SPCODE,SPECIES,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,TOTAL,COMMENTS
CGR02,2,2014,8,4,n04d,fl,a,59,Tettigoniidae spp.,,,,1,,,,,,,1,
CGR02,2,2014,8,4,n04d,fl,b,4,Hypochlora alba,,1,,,,,,,,,1,
CGR02,2,2014,8,4,n04d,fl,b,5,Campylacantha olivacea,,2,2,,,1,1,,1,1,8,
CGR02,2,2014,8,4,n04d,fl,b,10,Melanoplus scudderi,,,1,,,,,,,,1,
CGR02,2,2014,8,4,n04d,fl,b,11,Melanoplus sanguinipes,,,,,,,,,1,,1,
CGR02,2,2014,8,4,n04d,fl,b,12,Melanoplus femurrubrum,1,,,,2,,,,,,3,
CGR02,2,2014,8,4,n04d,fl,b,13,Melanoplus packardii,,,,1,,,,,,,1,
CGR02,2,2014,8,4,n04d,fl,b,15,Melanoplus keeleri,1,,1,,,,,,,1,3,
CGR02,2,2014,8,4,n04d,fl,b,21,Orphulella speciosa,,1,2,2,,,,,,,5,
CGR02,2,2014,8,4,n04d,fl,b,29,Ageneotettix deorum,2,,,,2,,,,,,4,
CGR02,2,2014,8,4,n04d,fl,b,39,Pardalophora haldemani,,,1,,,,,,,,1,
CGR02,2,2014,8,4,n04d,fl,b,41,unknown,,,,1,,,,,,,1,
CGR02,2,2014,8,4,n04d,fl,b,56,Oecanthinae spp.,1,1,,,,2,,,1,,5,
CGR02,2,2014,8,4,n04d,fl,b,59,Tettigoniidae spp.,,1,,,,,,,,,1,
CGR02,2,2014,8,4,n20a,fl,a,4,Hypochlora alba,1,1,,,1,2,,,1,,6,
CGR02,2,2014,8,4,n20a,fl,a,5,Campylacantha olivacea,,2,10,1,1,,,1,,,15,
CGR02,2,2014,8,4,n20a,fl,a,6,Hesperotettix speciosus,,1,2,,,,,,,,3,
CGR02,2,2014,8,4,n20a,fl,a,7,Hesperotettix viridis,,,,,,,,,,1,1,
CGR02,2,2014,8,4,n20a,fl,a,9,Phoetaliotes nebrascensis,1,4,,,3,,3,,1,,12,
CGR02,2,2014,8,4,n20a,fl,a,10,Melanoplus scudderi,,,1,,,,,2,,,3,
CGR02,2,2014,8,4,n20a,fl,a,11,Melanoplus femurrubrum,,,,,,,1,1,1,1,4,
CGR02,2,2014,8,4,n20a,fl,a,12,Melanoplus femurrubrum,1,,,,,1,1,,3,,6,
CGR02,2,2014,8,4,n20a,fl,a,15,Melanoplus keeleri,5,2,,1,1,2,4,3,,3,21,
CGR02,2,2014,8,4,n20a,fl,a,16,Melanoplus bivittatus,,,1,1,2,,,1,2,1,8,
CGR02,2,2014,8,4,n20a,fl,a,20,Syrbula admirabilis,,,,,,,1,,,,1,
CGR02,2,2014,8,4,n20a,fl,a,21,Orphulella speciosa,4,1,,1,1,2,,1,2,5,17,
CGR02,2,2014,8,4,n20a,fl,a,28,Boopedon gracile,,1,,,,1,,,,,2,
CGR02,2,2014,8,4,n20a,fl,a,29,Ageneotettix deorum,,,,,,2,1,,2,,5,
CGR02,2,2014,8,4,n20a,fl,a,30,Mermiria spp.,,,,,,,1,,,,1,
CGR02,2,2014,8,4,n20a,fl,a,40,Arphia spp.,,,,,1,,,,,,1,
CGR02,2,2014,8,4,n20a,fl,a,41,unknown,,1,,,,1,,,,,2,
CGR02,2,2014,8,4,n20a,fl,a,56,Oecanthinae spp.,,1,,1,,3,,,,1,6,
CGR02,2,2014,8,4,n20a,fl,a,59,Tettigoniidae spp.,1,1,,1,1,,,,,1,5,
CGR02,2,2014,8,4,n20a,fl,b,2,Schistocerca lineata,,1,,,,,,,,,1,
CGR02,2,2014,8,4,n20a,fl,b,5,Campylacantha olivacea,1,2,,,7,,2,1,,,13,
CGR02,2,2014,8,4,n20a,fl,b,6,Hesperotettix speciosus,,,,1,,,,1,,,2,
CGR02,2,2014,8,4,n20a,fl,b,7,Hesperotettix viridis,,,1,1,,,,,1,1,4,
CGR02,2,2014,8,4,n20a,fl,b,9,Phoetaliotes nebrascensis,1,,,,,,,1,2,,4,
CGR02,2,2014,8,4,n20a,fl,b,10,Melanoplus scudderi,,,,,,2,,1,,,3,
CGR02,2,2014,8,4,n20a,fl,b,11,Melanoplus sanguinipes,,,,,,1,,,,,1,
CGR02,2,2014,8,4,n20a,fl,b,15,Melanoplus keeleri,,1,,,3,2,,4,1,2,13,
CGR02,2,2014,8,4,n20a,fl,b,16,Melanoplus bivittatus,,,,,,,2,2,2,,6,
CGR02,2,2014,8,4,n20a,fl,b,20,Syrbula admirabilis,,,,,1,1,,2,,,4,
CGR02,2,2014,8,4,n20a,fl,b,21,Orphulella speciosa,1,,,,,,,,,,1,
CGR02,2,2014,8,4,n20a,fl,b,29,Ageneotettix deorum,,1,,,,,,,,,1,
CGR02,2,2014,8,4,n20a,fl,b,39,Pardalophora haldemani,,,,,1,,,,,,1,
CGR02,2,2014,8,4,n20a,fl,b,56,Oecanthinae spp.,1,,,,,,,,1,1,3,
CGR02,2,2014,8,4,n20a,fl,b,59,Tettigoniidae spp.,1,1,,,,1,1,1,1,2,8,
CGR02,2,2014,8,4,n20b,fl,a,4,Hypochlora alba,1,,,,,,,,,,1,
CGR02,2,2014,8,4,n20b,fl,a,5,Campylacantha olivacea,,1,,,1,,,,1,,3,
CGR02,2,2014,8,4,n20b,fl,a,6,Hesperotettix speciosus,,,,,,1,,,,,1,
CGR02,2,2014,8,4,n20b,fl,a,9,Phoetaliotes nebrascensis,,,,,,1,,,,,1,
CGR02,2,2014,8,4,n20b,fl,a,12,Melanoplus femurrubrum,1,,3,,,3,3,1,2,2,15,
CGR02,2,2014,8,4,n20b,fl,a,15,Melanoplus keeleri,,,1,2,,,,,,,3,
CGR02,2,2014,8,4,n20b,fl,a,21,Orphulella speciosa,,1,1,,,,,,,,2,
CGR02,2,2014,8,4,n20b,fl,a,41,unknown,,3,,,,,,,,,3,
CGR02,2,2014,8,4,n20b,fl,a,56,Oecanthinae spp.,,,,,,,,1,,,1,
CGR02,2,2014,8,4,n20b,fl,a,59,Tettigoniidae spp.,,,,,1,,,,,,1,
CGR02,2,2014,8,4,n20b,fl,b,2,Schistocerca lineata,,,1,,,,,,,,1,
CGR02,2,2014,8,4,n20b,fl,b,4,Hypochlora alba,,,2,,1,,1,1,1,,6,
CGR02,2,2014,8,4,n20b,fl,b,5,Campylacantha olivacea,,,2,1,2,2,,,3,4,14,
CGR02,2,2014,8,4,n20b,fl,b,6,Hesperotettix speciosus,,1,,1,,,,1,,,3,
CGR02,2,2014,8,4,n20b,fl,b,7,Hesperotettix viridis,,1,,,,,,,,,1,
CGR02,2,2014,8,4,n20b,fl,b,9,Phoetaliotes nebrascensis,3,3,3,3,3,3,,,5,2,25,
CGR02,2,2014,8,4,n20b,fl,b,12,Melanoplus femurrubrum,,1,,,,,,,,,1,
CGR02,2,2014,8,4,n20b,fl,b,13,Melanoplus packardii,,1,,,,,,,,,1,
CGR02,2,2014,8,4,n20b,fl,b,15,Melanoplus keeleri,,,1,,1,1,,1,,,4,
CGR02,2,2014,8,4,n20b,fl,b,16,Melanoplus bivittatus,,,,1,,1,,,,,2,
CGR02,2,2014,8,4,n20b,fl,b,20,Syrbula admirabilis,,,,,,,,,2,1,3,
CGR02,2,2014,8,4,n20b,fl,b,21,Orphulella speciosa,1,,2,,,2,,1,,4,10,
CGR02,2,2014,8,4,n20b,fl,b,40,Arphia spp.,1,,,,,,,,,,1,
CGR02,2,2014,8,4,n20b,fl,b,56,Oecanthinae spp.,1,,,,2,1,2,,1,1,8,
CGR02,2,2014,8,4,n20b,fl,b,59,Tettigoniidae spp.,,1,2,2,,,,1,1,1,8,
CGR02,2,2015,7,30,001d,fl,a,9,phoetaliot nebrascen,,,,,,,1,,,,1,
CGR02,2,2015,7,30,001d,fl,a,15,Melanoplus keeleri,,,,,,,1,,,,1,
CGR02,2,2015,7,30,001d,fl,a,21,Orphulella speciosa,,,,1,,,,,,1,2,
CGR02,2,2015,7,30,001d,fl,a,23,Mermiria bivittata,,,,,,,,1,,,1,
CGR02,2,2015,7,30,001d,fl,a,56,Oecanthinae spp.,,,,,,1,,,,,1,
CGR02,2,2015,7,30,001d,fl,a,59,Tettigoniidae spp.,5,3,4,1,,2,4,2,1,1,23,
CGR02,2,2015,7,30,001d,fl,b,9,Phoetaliotes nebrascensis,,,,,1,,,,,,1,
CGR02,2,2015,7,30,001d,fl,b,15,Melanoplus keeleri,,,,3,2,,,,,1,6,
CGR02,2,2015,7,30,001d,fl,b,16,Melanoplus bivittatus,,1,,,,,,,,,1,
CGR02,2,2015,7,30,001d,fl,b,17,Melanoplus confusus,,,,,,,,,,1,1,
CGR02,2,2015,7,30,001d,fl,b,21,Orphulella speciosa,2,2,,1,3,1,5,2,1,2,19,
CGR02,2,2015,7,30,001d,fl,b,23,Mermiria bivittata,,,,1,,,,,,,1,
CGR02,2,2015,7,30,001d,fl,b,59,Tettigoniidae spp.,5,1,9,8,3,3,3,4,2,5,43,
CGR02,2,2015,7,30,0spb,fl,a,4,Hypochlora alba,,,,,,,,,,1,1,
CGR02,2,2015,7,30,0spb,fl,a,9,Phoetaliotes nebrascensis,2,2,,3,,,,,,,7,
CGR02,2,2015,7,30,0spb,fl,a,12,Melanoplus femurrubrum,,,,1,,,,,,,1,
CGR02,2,2015,7,30,0spb,fl,a,15,Melanoplus keeleri,,,1,,,,2,1,,1,5,
CGR02,2,2015,7,30,0spb,fl,a,16,Melanoplus bivittatus,,1,,,,,,,,,1,
CGR02,2,2015,7,30,0spb,fl,a,21,Orphulella speciosa,3,,,2,,,2,2,,1,10,
CGR02,2,2015,7,30,0spb,fl,a,23,Mermiria bivittata,,1,,,,,,,1,,2,
CGR02,2,2015,7,30,0spb,fl,a,26,Boopedon auriventris,,,1,,,,,,,,1,
CGR02,2,2015,7,30,0spb,fl,a,56,Oecanthinae spp.,,,,,,,,,,2,2,
CGR02,2,2015,7,30,0spb,fl,a,59,Tettigoniidae spp.,3,4,7,4,5,9,6,6,2,3,49,
CGR02,2,2015,7,30,0spb,fl,b,7,Hesperotettix viridis,,,1,,,,,,,,1,
CGR02,2,2015,7,30,0spb,fl,b,9,Phoetaliotes nebrascensis,,,,2,1,,,,,1,4,
CGR02,2,2015,7,30,0spb,fl,b,15,Melanoplus keeleri,1,,,,,,,,,,1,
CGR02,2,2015,7,30,0spb,fl,b,16,Melanoplus bivittatus,,1,,,,1,,,,,2,
CGR02,2,2015,7,30,0spb,fl,b,21,Orphulella speciosa,2,,,1,,,,,,,3,
CGR02,2,2015,7,30,0spb,fl,b,23,Mermiria bivittata,,,1,,,1,,1,,,3,
CGR02,2,2015,7,30,0spb,fl,b,56,Oecanthinae spp.,,,,,,,,,1,,1,
CGR02,2,2015,7,30,0spb,fl,b,59,Tettigoniidae spp.,2,4,5,4,4,3,1,3,3,4,33,
CGR02,2,2015,7,30,0sub,fl,a,9,Phoetaliotes nebrascensis,1,3,,,,2,1,,,,7,
CGR02,2,2015,7,30,0sub,fl,a,15,Melanoplus keeleri,,,,,,,,1,,,1,
CGR02,2,2015,7,30,0sub,fl,a,16,Melanoplus bivittatus,,,,,,,1,,,,1,
CGR02,2,2015,7,30,0sub,fl,a,21,Orphulella speciosa,2,,,,1,1,,,,,4,
CGR02,2,2015,7,30,0sub,fl,a,23,Mermiria bivittata,,,,,,,,,,1,1,
CGR02,2,2015,7,30,0sub,fl,a,56,Oecanthinae spp.,,,,,,,,1,,,1,
CGR02,2,2015,7,30,0sub,fl,a,59,Tettigoniidae spp.,7,8,3,3,2,1,2,7,4,1,38,
CGR02,2,2015,7,30,0sub,fl,b,4,Hypochlora alba,,,1,,,,1,,1,,3,
CGR02,2,2015,7,30,0sub,fl,b,9,Phoetaliotes nebrascensis,,,,,1,,1,1,,1,4,
CGR02,2,2015,7,30,0sub,fl,b,11,Melanoplus sanguinipes,,,,,,,,,,1,1,
CGR02,2,2015,7,30,0sub,fl,b,15,Melanoplus keeleri,,,,,,,,,1,,1,
CGR02,2,2015,7,30,0sub,fl,b,16,Melanoplus bivittatus,,,,,1,,,,,,1,
CGR02,2,2015,7,30,0sub,fl,b,21,Orphulella speciosa,,,,1,1,,,,,1,3,
CGR02,2,2015,7,30,0sub,fl,b,23,Mermiria bivittata,,,1,,1,,,1,,,3,
CGR02,2,2015,7,30,0sub,fl,b,42,Schistocerca obscura,,,1,,,,,,,1,2,
CGR02,2,2015,7,30,0sub,fl,b,56,Oecanthinae spp.,1,,,,,,,,,,1,
CGR02,2,2015,7,30,0sub,fl,b,59,Tettigoniidae spp.,2,2,3,3,2,3,3,4,5,1,28,
CGR02,2,2015,7,30,002c,fl,a,9,Phoetaliotes nebrascensis,,2,,1,,1,,,1,2,7,
CGR02,2,2015,7,30,002c,fl,a,15,Melanoplus keeleri,1,1,,,,,,,,1,3,
CGR02,2,2015,7,30,002c,fl,a,21,Orphulella speciosa,1,2,1,,,,,,,1,5,
CGR02,2,2015,7,30,002c,fl,a,22,Mermiria picta,,1,,,,,,1,,,2,
CGR02,2,2015,7,30,002c,fl,a,23,Mermiria bivittata,,,,,,,,1,1,,2,
CGR02,2,2015,7,30,002c,fl,a,26,Boopedon auriventris,,,,,,,,,,1,1,
CGR02,2,2015,7,30,002c,fl,a,56,Oecanthinae spp.,,,,,,1,,,,,1,
CGR02,2,2015,7,30,002c,fl,a,59,Tettigoniidae spp.,5,1,2,,1,1,4,2,3,2,21,
CGR02,2,2015,7,30,002c,fl,b,9,Phoetaliotes nebrascensis,1,,1,,,8,2,2,,,14,
CGR02,2,2015,7,30,002c,fl,b,10,Melanoplus scudderi,,,,1,,,2,,,,3,
CGR02,2,2015,7,30,002c,fl,b,12,Melanoplus femurrubrum,,,,,,,,,1,,1,
CGR02,2,2015,7,30,002c,fl,b,15,Melanoplus keeleri,,,,,,,,1,,,1,
CGR02,2,2015,7,30,002c,fl,b,21,Orphulella speciosa,1,,,,1,1,1,2,,,6,
CGR02,2,2015,7,30,002c,fl,b,34,Arphia simplex,1,,,,,,1,,,,2,
CGR02,2,2015,7,30,002c,fl,b,56,Oecanthinae spp.,1,1,2,,,,,,,,4,
CGR02,2,2015,7,30,002c,fl,b,59,Tettigoniidae spp.,4,2,2,2,1,6,4,4,2,,27,
CGR02,2,2015,7,30,002d,fl,a,9,Phoetaliotes nebrascensis,1,,,,1,2,2,,3,1,10,
CGR02,2,2015,7,30,002d,fl,a,10,Melanoplus scudderi,1,,,,,,1,,,,2,
CGR02,2,2015,7,30,002d,fl,a,12,Melanoplus femurrubrum,,,,,,,,1,,,1,
CGR02,2,2015,7,30,002d,fl,a,15,Melanoplus keeleri,,,,,,1,,,1,,2,
CGR02,2,2015,7,30,002d,fl,a,21,Orphulella speciosa,,,1,,,,1,,,,2,
CGR02,2,2015,7,30,002d,fl,a,26,Boopedon auriventris,,,,,,,,,,1,1,
CGR02,2,2015,7,30,002d,fl,a,56,Oecanthinae spp.,,,1,,,,,,,,1,
CGR02,2,2015,7,30,002d,fl,a,59,Tettigoniidae spp.,,1,3,,2,2,4,2,1,1,16,
CGR02,2,2015,7,30,002d,fl,b,9,Phoetaliotes nebrascensis,1,1,1,1,,1,1,2,2,3,13,
CGR02,2,2015,7,30,002d,fl,b,21,Orphulella speciosa,,,,1,,1,,1,,1,4,
CGR02,2,2015,7,30,002d,fl,b,23,Mermiria bivittata,,,,,,,,,,1,1,
CGR02,2,2015,7,30,002d,fl,b,59,Tettigoniidae spp.,3,1,5,,2,3,4,6,3,2,29,
CGR02,2,2015,7,30,004b,fl,a,6,Hesperotettix speciosus,,,1,,,,,,,,1,
CGR02,2,2015,7,30,004b,fl,a,9,Phoetaliotes nebrascensis,,,,,,,1,,,1,2,
CGR02,2,2015,7,30,004b,fl,a,12,Melanoplus femurrubrum,,1,,,,,,,,,1,
CGR02,2,2015,7,30,004b,fl,a,15,Melanoplus keeleri,,,,,1,1,,,,,2,
CGR02,2,2015,7,30,004b,fl,a,23,Mermiria bivittata,,1,,,,,,,,,1,
CGR02,2,2015,7,30,004b,fl,a,56,Oecanthinae spp.,,,1,,2,2,1,,1,,7,
CGR02,2,2015,7,30,004b,fl,a,59,Tettigoniidae spp.,,6,4,3,4,3,9,3,5,5,42,
CGR02,2,2015,7,30,004b,fl,b,4,Hypochlora alba,,,,,1,,,,,,1,
CGR02,2,2015,7,30,004b,fl,b,6,Hesperotettix speciosus,,,,,,,1,,,,1,
CGR02,2,2015,7,30,004b,fl,b,9,Phoetaliotes nebrascensis,,,,,,1,,,,1,2,
CGR02,2,2015,7,30,004b,fl,b,10,Melanoplus scudderi,,,,,,,,1,,,1,
CGR02,2,2015,7,30,004b,fl,b,21,Orphulella speciosa,1,,,,,,,,1,,2,
CGR02,2,2015,7,30,004b,fl,b,23,Mermiria bivittata,,,,,,,,,1,,1,
CGR02,2,2015,7,30,004b,fl,b,56,Oecanthinae spp.,,,1,,,1,,3,5,2,12,
CGR02,2,2015,7,30,004b,fl,b,59,Tettigoniidae spp.,3,3,,4,3,,,6,3,,22,
CGR02,2,2015,7,30,004f,fl,a,9,Phoetaliotes nebrascensis,,1,4,,,3,3,2,2,,15,
CGR02,2,2015,7,30,004f,fl,a,12,Melanoplus femurrubrum,,,,,,,,1,,,1,
CGR02,2,2015,7,30,004f,fl,a,16,Melanoplus bivittatus,,,,,,,,,1,,1,
CGR02,2,2015,7,30,004f,fl,a,21,Orphulella speciosa,1,,,,1,,,,,,2,
CGR02,2,2015,7,30,004f,fl,a,56,Oecanthinae spp.,,,,,,,1,,,,1,
CGR02,2,2015,7,30,004f,fl,a,59,Tettigoniidae spp.,1,,3,4,2,,1,5,3,2,21,
CGR02,2,2015,7,30,004f,fl,b,9,Phoetaliotes nebrascensis,2,,2,2,,4,1,,1,,12,
CGR02,2,2015,7,30,004f,fl,b,10,Melanoplus scudderi,,,,,,,1,,,,1,
CGR02,2,2015,7,30,004f,fl,b,12,Melanoplus femurrubrum,,,,,,,1,1,,,2,
CGR02,2,2015,7,30,004f,fl,b,16,Melanoplus bivittatus,,,,,,1,1,,,,2,
CGR02,2,2015,7,30,004f,fl,b,42,Schistocerca obscura,,,,1,,,,,,,1,
CGR02,2,2015,7,30,004f,fl,b,59,Tettigoniidae spp.,,1,2,2,2,8,1,1,1,,18,
CGR02,2,2015,7,30,020b,fl,a,6,Hesperotettix speciosus,,,,,,,,,1,,1,
CGR02,2,2015,7,30,020b,fl,a,9,Phoetaliotes nebrascensis,2,1,1,,,2,2,,,,8,
CGR02,2,2015,7,30,020b,fl,a,10,Melanoplus scudderi,,,,1,,,,,,,1,
CGR02,2,2015,7,30,020b,fl,a,15,Melanoplus keeleri,,,,1,,,,,,,1,
CGR02,2,2015,7,30,020b,fl,a,23,Mermiria bivittata,1,,,,,,,,,,1,
CGR02,2,2015,7,30,020b,fl,a,56,Oecanthinae spp.,,,,2,4,2,3,,1,1,13,
CGR02,2,2015,7,30,020b,fl,a,59,Tettigoniidae spp.,2,,2,1,3,,,2,2,,12,
CGR02,2,2015,7,30,020b,fl,b,4,Hypochlora alba,,,,,,,,,1,,1,
CGR02,2,2015,7,30,020b,fl,b,6,Hesperotettix speciosus,,,,,,,,,1,1,2,
CGR02,2,2015,7,30,020b,fl,b,9,Phoetaliotes nebrascensis,1,2,,,,,,2,2,,7,
CGR02,2,2015,7,30,020b,fl,b,10,Melanoplus scudderi,,,,,,,,,1,,1,
CGR02,2,2015,7,30,020b,fl,b,23,Mermiria bivittata,,,,1,,,,,,,1,
CGR02,2,2015,7,30,020b,fl,b,56,Oecanthinae spp.,5,3,2,3,2,3,2,1,2,5,28,
CGR02,2,2015,7,30,020b,fl,b,59,Tettigoniidae spp.,,3,,,,3,3,,1,,10,
CGR02,2,2015,7,31,n01a,fl,a,4,Hypochlora alba,2,2,,,1,,,1,,1,7,
CGR02,2,2015,7,31,n01a,fl,a,6,Hesperotettix speciosus,1,1,1,2,,,2,,,,7,
CGR02,2,2015,7,31,n01a,fl,a,9,Phoetaliotes nebrascensis,2,2,2,1,,,,,,,7,
CGR02,2,2015,7,31,n01a,fl,a,10,Melanoplus scudderi,,,,,1,,,,,,1,
CGR02,2,2015,7,31,n01a,fl,a,12,Melanoplus femurrubrum,,,,,,,2,,,1,3,
CGR02,2,2015,7,31,n01a,fl,a,15,Melanoplus keeleri,1,1,1,1,2,,1,,,,7,
CGR02,2,2015,7,31,n01a,fl,a,16,Melanoplus bivittatus,,,1,,,,,,,,1,
CGR02,2,2015,7,31,n01a,fl,a,21,Orphulella speciosa,,1,,,1,,1,,1,5,9,
CGR02,2,2015,7,31,n01a,fl,a,22,Mermiria picta,,3,,,,,,,,,3,
CGR02,2,2015,7,31,n01a,fl,a,23,Mermiria bivittata,,,,1,,,,,1,1,3,
CGR02,2,2015,7,31,n01a,fl,a,28,Boopedon gracile,2,,1,,,,,,,,3,
CGR02,2,2015,7,31,n01a,fl,a,56,Oecanthinae spp.,,,1,,,,,,,,1,
CGR02,2,2015,7,31,n01a,fl,a,59,Tettigoniidae spp.,,3,,1,,1,,1,,,6,
CGR02,2,2015,7,31,n01a,fl,b,4,Hypochlora alba,,,,,1,,,,,1,2,
CGR02,2,2015,7,31,n01a,fl,b,6,Hesperotettix speciosus,1,,1,,,,,,,,2,
CGR02,2,2015,7,31,n01a,fl,b,9,Phoetaliotes nebrascensis,,,,,,1,,,,,1,
CGR02,2,2015,7,31,n01a,fl,b,12,Melanoplus femurrubrum,1,1,2,2,2,,,1,1,,10,
CGR02,2,2015,7,31,n01a,fl,b,15,Melanoplus keeleri,1,,,,1,,,,1,,3,
CGR02,2,2015,7,31,n01a,fl,b,16,Melanoplus bivittatus,,,,,,,,,,1,1,
CGR02,2,2015,7,31,n01a,fl,b,17,Melanoplus confusus,2,,,,,,1,,,,3,
CGR02,2,2015,7,31,n01a,fl,b,20,Syrbula admirabilis,,,,,,,,5,,,5,
CGR02,2,2015,7,31,n01a,fl,b,21,Orphulella speciosa,1,,,2,1,,,1,,1,6,
CGR02,2,2015,7,31,n01a,fl,b,22,Mermiria picta,,,8,,,,,3,4,,15,
CGR02,2,2015,7,31,n01a,fl,b,23,Mermiria bivittata,,,,,,,,,1,,1,
CGR02,2,2015,7,31,n01a,fl,b,26,Boopedon auriventris,,,1,,,,,,,,1,
CGR02,2,2015,7,31,n01a,fl,b,51,Pardalophora spp.,,,,,,,,1,,,1,Pardalophora phoenicoptera
CGR02,2,2015,7,31,n01a,fl,b,56,Oecanthinae spp.,,,,,2,,,1,,,3,
CGR02,2,2015,7,31,n01a,fl,b,59,Tettigoniidae spp.,,,,1,,2,,,,3,6,
CGR02,2,2015,7,30,n01b,fl,a,12,Melanoplus femurrubrum,,,,,,1,,,,,1,
CGR02,2,2015,7,30,n01b,fl,a,17,Melanoplus confusus,,,,,,,,,1,,1,
CGR02,2,2015,7,30,n01b,fl,a,21,Orphulella speciosa,,,1,,,1,2,,,1,5,
CGR02,2,2015,7,30,n01b,fl,a,28,Boopedon gracile,,,,,,,,,1,,1,
CGR02,2,2015,7,30,n01b,fl,a,34,Arphia simplex,,,,,,,,,1,,1,
CGR02,2,2015,7,30,n01b,fl,a,51,Pardalophora spp.,,,,,,,,1,,,1,
CGR02,2,2015,7,30,n01b,fl,a,56,Oecanthinae spp.,,1,,,2,1,1,2,,,7,
CGR02,2,2015,7,30,n01b,fl,a,59,Tettigoniidae spp.,,,,2,,,,1,,3,6,
CGR02,2,2015,7,30,n01b,fl,b,4,Hypochlora alba,,,,2,,,,,,,2,
CGR02,2,2015,7,30,n01b,fl,b,6,Hesperotettix speciosus,,,,,,2,2,,1,1,6,
CGR02,2,2015,7,30,n01b,fl,b,9,Phoetaliotes nebrascensis,1,,1,,,1,,,,,3,
CGR02,2,2015,7,30,n01b,fl,b,12,Melanoplus femurrubrum,,,,1,,,,,,,1,
CGR02,2,2015,7,30,n01b,fl,b,15,Melanoplus keeleri,,,,1,,,,,1,,2,
CGR02,2,2015,7,30,n01b,fl,b,17,Melanoplus confusus,,2,1,,,,,1,,,4,
CGR02,2,2015,7,30,n01b,fl,b,20,Syrbula admirabilis,,,,1,,,,,,,1,
CGR02,2,2015,7,30,n01b,fl,b,21,Orphulella speciosa,1,,1,1,,,,,,,3,
CGR02,2,2015,7,30,n01b,fl,b,22,Mermiria picta,,,,,,,,,1,,1,
CGR02,2,2015,7,30,n01b,fl,b,28,Boopedon gracile,,,,2,,,,1,,1,4,
CGR02,2,2015,7,30,n01b,fl,b,42,Schistocerca obscura,,,,,,1,,,,,1,
CGR02,2,2015,7,30,n01b,fl,b,56,Oecanthinae spp.,1,,,2,1,1,1,,,,6,
CGR02,2,2015,7,30,n01b,fl,b,59,Tettigoniidae spp.,,,,,,,,,,1,1,
CGR02,2,2015,7,31,n04a,fl,a,4,Hypochlora alba,,,1,,,2,,,,,3,
CGR02,2,2015,7,31,n04a,fl,a,6,Hesperotettix speciosus,,,,2,,,,1,,,3,
CGR02,2,2015,7,31,n04a,fl,a,9,Phoetaliotes nebrascensis,,1,,,,,2,,,,3,
CGR02,2,2015,7,31,n04a,fl,a,10,Melanoplus scudderi,,1,1,,,,,,,,2,
CGR02,2,2015,7,31,n04a,fl,a,12,Melanoplus femurrubrum,,,,,,,1,1,,,2,
CGR02,2,2015,7,31,n04a,fl,a,15,Melanoplus keeleri,1,1,,,,,1,2,,,5,
CGR02,2,2015,7,31,n04a,fl,a,18,Melanoplus spp.,,1,,,,,,,,,1,
CGR02,2,2015,7,31,n04a,fl,a,21,Orphulella speciosa,,2,1,,,1,2,1,,1,8,
CGR02,2,2015,7,31,n04a,fl,a,22,Mermiria picta,,,,,,1,,,,,1,
CGR02,2,2015,7,31,n04a,fl,a,23,Mermiria bivittata,,,,1,,,,,,,1,
CGR02,2,2015,7,31,n04a,fl,a,56,Oecanthinae spp.,1,2,1,1,2,,,,,2,9,
CGR02,2,2015,7,31,n04a,fl,a,59,Tettigoniidae spp.,,,,,1,,3,1,,,5,
CGR02,2,2015,7,31,n04a,fl,b,4,Hypochlora alba,,1,,,,,,,,,1,
CGR02,2,2015,7,31,n04a,fl,b,6,Hesperotettix speciosus,1,,,,,,,1,,,2,
CGR02,2,2015,7,31,n04a,fl,b,9,Phoetaliotes nebrascensis,,1,,,,,,,,,1,
CGR02,2,2015,7,31,n04a,fl,b,10,Melanoplus scudderi,,,,,,1,,,,,1,
CGR02,2,2015,7,31,n04a,fl,b,12,Melanoplus femurrubrum,,,,,,,,,,1,1,
CGR02,2,2015,7,31,n04a,fl,b,15,Melanoplus keeleri,,1,,,,2,,1,,,4,
CGR02,2,2015,7,31,n04a,fl,b,17,Melanoplus confusus,,,,,,,,2,,,2,
CGR02,2,2015,7,31,n04a,fl,b,21,Orphulella speciosa,,,,,,2,,,,,2,
CGR02,2,2015,7,31,n04a,fl,b,28,Boopedon gracile,,,,,1,,,,,,1,
CGR02,2,2015,7,31,n04a,fl,b,56,Oecanthinae spp.,,,1,1,1,2,1,1,,,7,
CGR02,2,2015,7,31,n04a,fl,b,59,Tettigoniidae spp.,2,1,,,,,,,,2,5,
CGR02,2,2015,7,30,n04d,fl,a,4,Hypochlora alba,,,,,,,,,,1,1,
CGR02,2,2015,7,30,n04d,fl,a,6,Hesperotettix speciosus,,1,2,,,1,,,1,1,6,
CGR02,2,2015,7,30,n04d,fl,a,12,Melanoplus femurrubrum,,1,,1,,,,,,,2,
CGR02,2,2015,7,30,n04d,fl,a,17,Melanoplus confusus,,,,2,,,,,,,2,
CGR02,2,2015,7,30,n04d,fl,a,21,Orphulella speciosa,,1,,,,,,,,,1,
CGR02,2,2015,7,30,n04d,fl,a,22,Mermiria picta,1,,,,,,,,,,1,
