block,plot,species,treatment,contacts,year
B,B9,Carex panicea,warm wet,5,2004
B,B9,Carex pulicaris,warm wet,2,2004
B,B9,Dactylis glomerata,warm wet,2,2004
B,B9,Festuca ovina,warm wet,33,2004
B,B9,Helianthemum nummularium,warm wet,2,2004
B,B9,Helictotrichon pratense,warm wet,2,2004
B,B9,Holcus lanatus,warm wet,1,2004
B,B9,Koeleria macrantha,warm wet,14,2004
B,B9,Linum catharticum,warm wet,1,2004
B,B9,Plantago lanceolata,warm wet,15,2004
B,B9,Potentilla erecta,warm wet,3,2004
B,B9,Sanguisorba minor,warm wet,2,2004
B,B9,Scabiosa columbaria,warm wet,3,2004
C,C2,Agrostis,warm dry,19,2004
C,C2,Anthoxanthum odoratum,warm dry,2,2004
C,C2,Campanula rotundifolia,warm dry,2,2004
C,C2,Carex caryophyllea,warm dry,11,2004
C,C2,Carex flacca,warm dry,4,2004
C,C2,Carex panicea,warm dry,4,2004
C,C2,Dactylis glomerata,warm dry,8,2004
C,C2,Danthonia decumbens,warm dry,1,2004
C,C2,Festuca ovina,warm dry,31,2004
C,C2,Festuca rubra,warm dry,2,2004
C,C2,Koeleria macrantha,warm dry,2,2004
C,C2,Lotus corniculatus,warm dry,5,2004
C,C2,Plantago lanceolata,warm dry,15,2004
C,C2,Potentilla erecta,warm dry,1,2004
C,C2,Sanguisorba minor,warm dry,1,2004
C,C2,Scabiosa columbaria,warm dry,1,2004
C,C2,Viola riviniana,warm dry,1,2004
C,C3,Agrostis,control,37,2004
C,C3,Anthoxanthum odoratum,control,2,2004
C,C3,Briza media,control,1,2004
C,C3,Calluna vulgaris,control,4,2004
C,C3,Campanula rotundifolia,control,2,2004
C,C3,Carex caryophyllea,control,11,2004
C,C3,Carex flacca,control,5,2004
C,C3,Carex panicea,control,9,2004
C,C3,Cirsium palustre,control,1,2004
C,C3,Festuca ovina,control,27,2004
C,C3,Galium saxatile,control,3,2004
C,C3,Helictotrichon pratense,control,2,2004
C,C3,Hypericum pulchrum,control,9,2004
C,C3,Koeleria macrantha,control,1,2004
C,C3,Lathyrus linifolius,control,2,2004
C,C3,Lotus corniculatus,control,3,2004
C,C3,Plantago lanceolata,control,9,2004
C,C3,Polygala serpyllifolia,control,3,2004
C,C3,Potentilla erecta,control,8,2004
C,C3,Sanguisorba minor,control,4,2004
C,C3,Scabiosa columbaria,control,1,2004
C,C3,Thymus polytrichus,control,2,2004
C,C3,Vaccinium myrtillus,control,8,2004
C,C3,Viola riviniana,control,6,2004
C,C4,Agrostis,warm wet,12,2004
C,C4,Anthoxanthum odoratum,warm wet,4,2004
C,C4,Campanula rotundifolia,warm wet,1,2004
C,C4,Carex caryophyllea,warm wet,8,2004
C,C4,Carex flacca,warm wet,17,2004
C,C4,Carex hostiana,warm wet,8,2004
C,C4,Carex panicea,warm wet,10,2004
C,C4,Dactylis glomerata,warm wet,3,2004
C,C4,Danthonia decumbens,warm wet,1,2004
C,C4,Festuca ovina,warm wet,34,2004
C,C4,Galium saxatile,warm wet,1,2004
C,C4,Helictotrichon pratense,warm wet,11,2004
C,C4,Koeleria macrantha,warm wet,11,2004
C,C4,Lotus corniculatus,warm wet,4,2004
C,C4,Plantago lanceolata,warm wet,11,2004
C,C4,Potentilla erecta,warm wet,6,2004
C,C4,Sanguisorba minor,warm wet,5,2004
C,C4,Senecio jacobaea,warm wet,1,2004
C,C4,Viola riviniana,warm wet,1,2004
C,C5,Agrostis,warm,10,2004
C,C5,Anthoxanthum odoratum,warm,7,2004
C,C5,Briza media,warm,3,2004
C,C5,Carex caryophyllea,warm,3,2004
C,C5,Carex flacca,warm,7,2004
C,C5,Carex panicea,warm,6,2004
C,C5,Dactylis glomerata,warm,1,2004
C,C5,Festuca ovina,warm,20,2004
C,C5,Helictotrichon pratense,warm,4,2004
C,C5,Hypericum pulchrum,warm,1,2004
C,C5,Koeleria macrantha,warm,19,2004
C,C5,Linum catharticum,warm,2,2004
C,C5,Lotus corniculatus,warm,6,2004
C,C5,Plantago lanceolata,warm,12,2004
C,C5,Potentilla erecta,warm,5,2004
C,C5,Sanguisorba minor,warm,2,2004
C,C5,Thymus polytrichus,warm,6,2004
C,C5,Viola riviniana,warm,2,2004
C,C7,Agrostis,dry,4,2004
C,C7,Anthoxanthum odoratum,dry,1,2004
C,C7,Briza media,dry,13,2004
C,C7,Campanula rotundifolia,dry,1,2004
C,C7,Carex caryophyllea,dry,7,2004
C,C7,Carex flacca,dry,8,2004
C,C7,Carex panicea,dry,3,2004
C,C7,Danthonia decumbens,dry,3,2004
C,C7,Festuca ovina,dry,40,2004
C,C7,Helianthemum nummularium,dry,12,2004
C,C7,Helictotrichon pratense,dry,4,2004
C,C7,Koeleria macrantha,dry,7,2004
C,C7,Linum catharticum,dry,12,2004
C,C7,Plantago lanceolata,dry,7,2004
C,C7,Sanguisorba minor,dry,9,2004
C,C7,Thymus polytrichus,dry,20,2004
C,C8,Agrostis,wet,9,2004
C,C8,Anthoxanthum odoratum,wet,5,2004
C,C8,Briza media,wet,4,2004
C,C8,Campanula rotundifolia,wet,1,2004
C,C8,Carex caryophyllea,wet,3,2004
C,C8,Carex flacca,wet,5,2004
C,C8,Carex panicea,wet,7,2004
C,C8,Carex pulicaris,wet,23,2004
C,C8,Centaurea nigra,wet,1,2004
C,C8,Danthonia decumbens,wet,1,2004
C,C8,Festuca ovina,wet,23,2004
C,C8,Helianthemum nummularium,wet,6,2004
C,C8,Helictotrichon pratense,wet,17,2004
C,C8,Hypericum pulchrum,wet,1,2004
C,C8,Koeleria macrantha,wet,4,2004
C,C8,Linum catharticum,wet,2,2004
C,C8,Lotus corniculatus,wet,14,2004
C,C8,Plantago lanceolata,wet,4,2004
C,C8,Polygala serpyllifolia,wet,3,2004
C,C8,Potentilla erecta,wet,7,2004
C,C8,Sanguisorba minor,wet,2,2004
C,C8,Scabiosa columbaria,wet,2,2004
C,C8,Thymus polytrichus,wet,1,2004
C,C8,Viola riviniana,wet,2,2004
D,D1,Agrostis,warm,1,2004
D,D1,Anthoxanthum odoratum,warm,3,2004
D,D1,Briza media,warm,2,2004
D,D1,Campanula rotundifolia,warm,1,2004
D,D1,Carex caryophyllea,warm,5,2004
D,D1,Carex flacca,warm,7,2004
D,D1,Carex panicea,warm,6,2004
D,D1,Carex pulicaris,warm,5,2004
D,D1,Festuca ovina,warm,31,2004
D,D1,Helianthemum nummularium,warm,3,2004
D,D1,Helictotrichon pratense,warm,10,2004
D,D1,Hypericum pulchrum,warm,2,2004
D,D1,Koeleria macrantha,warm,10,2004
D,D1,Lotus corniculatus,warm,5,2004
D,D1,Plantago lanceolata,warm,4,2004
D,D1,Sanguisorba minor,warm,6,2004
D,D1,Scabiosa columbaria,warm,12,2004
D,D1,Thymus polytrichus,warm,2,2004
D,D3,Agrostis,control,4,2004
D,D3,Anthoxanthum odoratum,control,2,2004
D,D3,Briza media,control,16,2004
D,D3,Campanula rotundifolia,control,2,2004
D,D3,Carex caryophyllea,control,14,2004
D,D3,Carex flacca,control,9,2004
D,D3,Carex hostiana,control,1,2004
D,D3,Carex panicea,control,6,2004
D,D3,Carex pulicaris,control,2,2004
D,D3,Danthonia decumbens,control,4,2004
D,D3,Festuca ovina,control,16,2004
D,D3,Helianthemum nummularium,control,4,2004
D,D3,Helictotrichon pratense,control,9,2004
D,D3,Hypericum pulchrum,control,6,2004
D,D3,Koeleria macrantha,control,4,2004
D,D3,Linum catharticum,control,1,2004
D,D3,Lotus corniculatus,control,10,2004
D,D3,Pimpinella saxifraga,control,1,2004
D,D3,Plantago lanceolata,control,5,2004
D,D3,Potentilla erecta,control,7,2004
D,D3,Prunella vulgaris,control,3,2004
D,D3,Sanguisorba minor,control,7,2004
D,D3,Scabiosa columbaria,control,2,2004
D,D3,Viola riviniana,control,2,2004
D,D4,Anthoxanthum odoratum,dry,2,2004
D,D4,Briza media,dry,19,2004
D,D4,Campanula rotundifolia,dry,3,2004
D,D4,Carex caryophyllea,dry,16,2004
D,D4,Carex flacca,dry,13,2004
D,D4,Carex panicea,dry,3,2004
D,D4,Dactylis glomerata,dry,3,2004
D,D4,Danthonia decumbens,dry,1,2004
D,D4,Festuca ovina,dry,59,2004
D,D4,Helictotrichon pratense,dry,5,2004
D,D4,Hypericum pulchrum,dry,1,2004
D,D4,Koeleria macrantha,dry,23,2004
D,D4,Linum catharticum,dry,6,2004
D,D4,Plantago lanceolata,dry,3,2004
D,D4,Sanguisorba minor,dry,6,2004
D,D4,Scabiosa columbaria,dry,6,2004
D,D4,Viola riviniana,dry,2,2004
D,D6,Agrostis,warm wet,1,2004
D,D6,Anthoxanthum odoratum,warm wet,5,2004
D,D6,Briza media,warm wet,5,2004
D,D6,Carex caryophyllea,warm wet,1,2004
D,D6,Carex flacca,warm wet,4,2004
D,D6,Carex hostiana,warm wet,1,2004
D,D6,Carex panicea,warm wet,9,2004
D,D6,Carex pulicaris,warm wet,13,2004
D,D6,Centaurea nigra,warm wet,2,2004
D,D6,Danthonia decumbens,warm wet,7,2004
D,D6,Festuca ovina,warm wet,28,2004
D,D6,Helictotrichon pratense,warm wet,13,2004
D,D6,Koeleria macrantha,warm wet,11,2004
D,D6,Linum catharticum,warm wet,2,2004
D,D6,Lotus corniculatus,warm wet,3,2004
D,D6,Plantago lanceolata,warm wet,5,2004
D,D6,Potentilla erecta,warm wet,1,2004
D,D6,Scabiosa columbaria,warm wet,5,2004
D,D6,Thymus polytrichus,warm wet,4,2004
D,D7,Agrostis,wet,7,2004
D,D7,Anthoxanthum odoratum,wet,5,2004
D,D7,Briza media,wet,6,2004
D,D7,Carex caryophyllea,wet,6,2004
D,D7,Carex flacca,wet,12,2004
D,D7,Carex panicea,wet,8,2004
D,D7,Carex pulicaris,wet,18,2004
D,D7,Centaurea nigra,wet,2,2004
D,D7,Danthonia decumbens,wet,6,2004
D,D7,Festuca ovina,wet,31,2004
D,D7,Helictotrichon pratense,wet,15,2004
D,D7,Hypericum pulchrum,wet,1,2004
D,D7,Koeleria macrantha,wet,20,2004
D,D7,Linum catharticum,wet,1,2004
D,D7,Lotus corniculatus,wet,7,2004
D,D7,Plantago lanceolata,wet,7,2004
D,D7,Potentilla erecta,wet,4,2004
D,D7,Sanguisorba minor,wet,4,2004
D,D7,Scabiosa columbaria,wet,11,2004
D,D9,Agrostis,warm dry,10,2004
D,D9,Anthoxanthum odoratum,warm dry,4,2004
D,D9,Briza media,warm dry,4,2004
D,D9,Carex caryophyllea,warm dry,14,2004
D,D9,Carex flacca,warm dry,12,2004
D,D9,Carex panicea,warm dry,1,2004
D,D9,Festuca ovina,warm dry,51,2004
D,D9,Helictotrichon pratense,warm dry,16,2004
D,D9,Koeleria macrantha,warm dry,10,2004
D,D9,Linum catharticum,warm dry,2,2004
D,D9,Lotus corniculatus,warm dry,4,2004
D,D9,Plantago lanceolata,warm dry,1,2004
D,D9,Sanguisorba minor,warm dry,4,2004
D,D9,Scabiosa columbaria,warm dry,7,2004
E,E1,Briza media,warm wet,2,2004
E,E1,Campanula rotundifolia,warm wet,1,2004
E,E1,Carex caryophyllea,warm wet,5,2004
E,E1,Carex flacca,warm wet,10,2004
E,E1,Carex panicea,warm wet,6,2004
E,E1,Carex pulicaris,warm wet,16,2004
E,E1,Danthonia decumbens,warm wet,10,2004
E,E1,Festuca ovina,warm wet,32,2004
E,E1,Helictotrichon pratense,warm wet,8,2004
E,E1,Hypericum pulchrum,warm wet,4,2004
E,E1,Koeleria macrantha,warm wet,9,2004
E,E1,Linum catharticum,warm wet,5,2004
E,E1,Lotus corniculatus,warm wet,1,2004
E,E1,Pimpinella saxifraga,warm wet,3,2004
E,E1,Plantago lanceolata,warm wet,6,2004
E,E1,Potentilla erecta,warm wet,4,2004
E,E1,Sanguisorba minor,warm wet,4,2004
E,E1,Scabiosa columbaria,warm wet,7,2004
E,E1,Succisa pratensis,warm wet,4,2004
E,E1,Thymus polytrichus,warm wet,8,2004
E,E3,Briza media,dry,7,2004
E,E3,Campanula rotundifolia,dry,1,2004
E,E3,Carex caryophyllea,dry,1,2004
E,E3,Carex flacca,dry,13,2004
E,E3,Carex panicea,dry,8,2004
E,E3,Carex pulicaris,dry,10,2004
E,E3,Danthonia decumbens,dry,1,2004
E,E3,Festuca ovina,dry,14,2004
E,E3,Helianthemum nummularium,dry,1,2004
E,E3,Helictotrichon pratense,dry,8,2004
E,E3,Hypericum pulchrum,dry,5,2004
E,E3,Koeleria macrantha,dry,6,2004
E,E3,Linum catharticum,dry,4,2004
E,E3,Lotus corniculatus,dry,1,2004
E,E3,Polygala vulgaris,dry,2,2004
E,E3,Sanguisorba minor,dry,11,2004
E,E3,Scabiosa columbaria,dry,1,2004
E,E3,Succisa pratensis,dry,4,2004
E,E3,Thymus polytrichus,dry,29,2004
E,E4,Agrostis,control,7,2004
E,E4,Anthoxanthum odoratum,control,3,2004
E,E4,Briza media,control,4,2004
E,E4,Campanula rotundifolia,control,4,2004
E,E4,Carex caryophyllea,control,4,2004
E,E4,Carex flacca,control,11,2004
E,E4,Carex panicea,control,2,2004
E,E4,Carex pulicaris,control,7,2004
E,E4,Centaurea nigra,control,1,2004
E,E4,Festuca ovina,control,20,2004
E,E4,Helictotrichon pratense,control,12,2004
E,E4,Hypericum pulchrum,control,1,2004
E,E4,Koeleria macrantha,control,3,2004
E,E4,Linum catharticum,control,3,2004
E,E4,Lotus corniculatus,control,7,2004
E,E4,Plantago lanceolata,control,5,2004
E,E4,Potentilla erecta,control,2,2004
E,E4,Sanguisorba minor,control,8,2004
E,E4,Scabiosa columbaria,control,2,2004
E,E6,Agrostis,wet,11,2004
E,E6,Anthoxanthum odoratum,wet,7,2004
E,E6,Briza media,wet,5,2004
E,E6,Campanula rotundifolia,wet,2,2004
E,E6,Carex caryophyllea,wet,9,2004
E,E6,Carex flacca,wet,4,2004
E,E6,Carex panicea,wet,5,2004
E,E6,Carex pulicaris,wet,7,2004
E,E6,Centaurea nigra,wet,1,2004
E,E6,Cirsium palustre,wet,1,2004
E,E6,Danthonia decumbens,wet,2,2004
E,E6,Festuca ovina,wet,35,2004
E,E6,Helictotrichon pratense,wet,14,2004
E,E6,Hypericum pulchrum,wet,1,2004
E,E6,Koeleria macrantha,wet,9,2004
E,E6,Linum catharticum,wet,1,2004
E,E6,Lotus corniculatus,wet,1,2004
E,E6,Plantago lanceolata,wet,2,2004
E,E6,Potentilla erecta,wet,2,2004
E,E6,Sanguisorba minor,wet,7,2004
E,E6,Scabiosa columbaria,wet,2,2004
E,E6,Senecio jacobaea,wet,2,2004
E,E6,Succisa pratensis,wet,5,2004
E,E7,Agrostis,warm,11,2004
E,E7,Anthoxanthum odoratum,warm,3,2004
E,E7,Carex caryophyllea,warm,13,2004
E,E7,Carex flacca,warm,4,2004
E,E7,Carex pulicaris,warm,9,2004
E,E7,Festuca ovina,warm,27,2004
E,E7,Helictotrichon pratense,warm,7,2004
E,E7,Holcus lanatus,warm,3,2004
E,E7,Hypericum pulchrum,warm,1,2004
E,E7,Koeleria macrantha,warm,14,2004
E,E7,Lotus corniculatus,warm,2,2004
E,E7,Plantago lanceolata,warm,5,2004
E,E7,Potentilla erecta,warm,1,2004
E,E7,Sanguisorba minor,warm,1,2004
E,E7,Scabiosa columbaria,warm,4,2004
E,E8,Agrostis,warm dry,1,2004
E,E8,Anthoxanthum odoratum,warm dry,3,2004
E,E8,Carex caryophyllea,warm dry,21,2004
E,E8,Carex flacca,warm dry,6,2004
E,E8,Carex panicea,warm dry,3,2004
E,E8,Carex pulicaris,warm dry,4,2004
E,E8,Festuca ovina,warm dry,46,2004
E,E8,Helictotrichon pratense,warm dry,1,2004
E,E8,Koeleria macrantha,warm dry,28,2004
E,E8,Lathyrus linifolius,warm dry,1,2004
E,E8,Lotus corniculatus,warm dry,2,2004
E,E8,Sanguisorba minor,warm dry,5,2004
E,E8,Scabiosa columbaria,warm dry,2,2004
A,A1,Anthoxanthum odoratum,warm,2,2006
A,A1,Briza media,warm,10,2006
A,A1,Campanula rotundifolia,warm,2,2006
A,A1,Carex caryophyllea,warm,5,2006
A,A1,Carex flacca,warm,4,2006
A,A1,Carex panicea,warm,3,2006
A,A1,Danthonia decumbens,warm,3,2006
A,A1,Festuca ovina,warm,27,2006
A,A1,Galium sterneri,warm,3,2006
A,A1,Helianthemum nummularium,warm,16,2006
A,A1,Helictotrichon pratense,warm,20,2006
A,A1,Hypericum pulchrum,warm,3,2006
A,A1,Koeleria macrantha,warm,19,2006
A,A1,Plantago lanceolata,warm,1,2006
A,A1,Sanguisorba minor,warm,5,2006
A,A1,Scabiosa columbaria,warm,4,2006
A,A3,Briza media,control,18,2006
A,A3,Campanula rotundifolia,control,1,2006
A,A3,Carex caryophyllea,control,7,2006
A,A3,Carex flacca,control,15,2006
A,A3,Carex panicea,control,16,2006
A,A3,Carex pulicaris,control,3,2006
A,A3,Danthonia decumbens,control,10,2006
A,A3,Festuca ovina,control,23,2006
A,A3,Helianthemum nummularium,control,7,2006
A,A3,Helictotrichon pratense,control,33,2006
A,A3,Koeleria macrantha,control,2,2006
A,A3,Leontodon hispidus,control,4,2006
A,A3,Lotus corniculatus,control,11,2006
A,A3,Potentilla erecta,control,3,2006
A,A3,Sanguisorba minor,control,2,2006
A,A3,Scabiosa columbaria,control,9,2006
A,A6,Agrostis,dry,1,2006
A,A6,Briza media,dry,3,2006
A,A6,Carex caryophyllea,dry,8,2006
A,A6,Carex flacca,dry,18,2006
A,A6,Danthonia decumbens,dry,1,2006
A,A6,Festuca ovina,dry,26,2006
A,A6,Helianthemum nummularium,dry,31,2006
A,A6,Helictotrichon pratense,dry,14,2006
A,A6,Koeleria macrantha,dry,7,2006
A,A6,Plantago lanceolata,dry,2,2006
A,A6,Sanguisorba minor,dry,3,2006
A,A6,Scabiosa columbaria,dry,3,2006
A,A6,Thymus polytrichus,dry,1,2006
A,A7,Agrostis,warm wet,1,2006
A,A7,Anthoxanthum odoratum,warm wet,5,2006
A,A7,Briza media,warm wet,5,2006
A,A7,Carex caryophyllea,warm wet,15,2006
A,A7,Carex flacca,warm wet,4,2006
A,A7,Carex panicea,warm wet,11,2006
A,A7,Danthonia decumbens,warm wet,2,2006
A,A7,Festuca ovina,warm wet,17,2006
A,A7,Helictotrichon pratense,warm wet,37,2006
A,A7,Koeleria macrantha,warm wet,8,2006
A,A7,Lotus corniculatus,warm wet,4,2006
A,A7,Plantago lanceolata,warm wet,21,2006
A,A7,Potentilla erecta,warm wet,1,2006
A,A7,Sanguisorba minor,warm wet,1,2006
A,A7,Viola riviniana,warm wet,1,2006
A,A8,Agrostis,warm dry,8,2006
A,A8,Anthoxanthum odoratum,warm dry,2,2006
A,A8,Briza media,warm dry,1,2006
A,A8,Carex caryophyllea,warm dry,3,2006
A,A8,Carex flacca,warm dry,4,2006
A,A8,Carex panicea,warm dry,1,2006
A,A8,Danthonia decumbens,warm dry,1,2006
A,A8,Festuca ovina,warm dry,42,2006
A,A8,Helictotrichon pratense,warm dry,18,2006
A,A8,Koeleria macrantha,warm dry,20,2006
A,A8,Plantago lanceolata,warm dry,2,2006
A,A8,Sanguisorba minor,warm dry,1,2006
A,A9,Agrostis,wet,1,2006
A,A9,Anthoxanthum odoratum,wet,3,2006
A,A9,Briza media,wet,7,2006
A,A9,Campanula rotundifolia,wet,1,2006
A,A9,Carex caryophyllea,wet,2,2006
A,A9,Carex flacca,wet,12,2006
A,A9,Carex panicea,wet,10,2006
A,A9,Carex pulicaris,wet,1,2006
A,A9,Centaurea nigra,wet,5,2006
A,A9,Danthonia decumbens,wet,6,2006
A,A9,Festuca ovina,wet,9,2006
A,A9,Helianthemum nummularium,wet,19,2006
A,A9,Helictotrichon pratense,wet,19,2006
A,A9,Koeleria macrantha,wet,7,2006
A,A9,Lotus corniculatus,wet,4,2006
A,A9,Plantago lanceolata,wet,1,2006
A,A9,Potentilla erecta,wet,17,2006
A,A9,Sanguisorba minor,wet,3,2006
A,A9,Scabiosa columbaria,wet,5,2006
B,B1,Agrostis,wet,3,2006
B,B1,Anthoxanthum odoratum,wet,6,2006
B,B1,Campanula rotundifolia,wet,3,2006
B,B1,Carex caryophyllea,wet,10,2006
B,B1,Carex flacca,wet,4,2006
B,B1,Carex panicea,wet,11,2006
B,B1,Carex pulicaris,wet,1,2006
B,B1,Cirsium palustre,wet,1,2006
B,B1,Danthonia decumbens,wet,6,2006
B,B1,Festuca ovina,wet,39,2006
B,B1,Galium verum,wet,1,2006
B,B1,Helianthemum nummularium,wet,7,2006
B,B1,Helictotrichon pratense,wet,33,2006
B,B1,Koeleria macrantha,wet,15,2006
B,B1,Lotus corniculatus,wet,8,2006
B,B1,Plantago lanceolata,wet,3,2006
B,B1,Potentilla erecta,wet,6,2006
B,B1,Sanguisorba minor,wet,2,2006
B,B1,Scabiosa columbaria,wet,5,2006
B,B1,Thymus polytrichus,wet,3,2006
B,B1,Viola riviniana,wet,1,2006
B,B3,Agrostis,warm dry,11,2006
B,B3,Anthoxanthum odoratum,warm dry,2,2006
B,B3,Calluna vulgaris,warm dry,1,2006
B,B3,Campanula rotundifolia,warm dry,2,2006
B,B3,Carex caryophyllea,warm dry,6,2006
B,B3,Carex flacca,warm dry,6,2006
B,B3,Carex panicea,warm dry,3,2006
B,B3,Danthonia decumbens,warm dry,1,2006
B,B3,Festuca ovina,warm dry,30,2006
B,B3,Helictotrichon pratense,warm dry,4,2006
B,B3,Hypericum pulchrum,warm dry,4,2006
B,B3,Koeleria macrantha,warm dry,22,2006
B,B3,Lotus corniculatus,warm dry,11,2006
B,B3,Plantago lanceolata,warm dry,20,2006
B,B3,Sanguisorba minor,warm dry,1,2006
B,B3,Scabiosa columbaria,warm dry,2,2006
B,B5,Agrostis,warm,4,2006
B,B5,Anthoxanthum odoratum,warm,6,2006
B,B5,Calluna vulgaris,warm,2,2006
B,B5,Campanula rotundifolia,warm,1,2006
B,B5,Carex caryophyllea,warm,10,2006
B,B5,Carex flacca,warm,6,2006
B,B5,Carex panicea,warm,12,2006
B,B5,Danthonia decumbens,warm,3,2006
B,B5,Festuca ovina,warm,40,2006
B,B5,Helianthemum nummularium,warm,2,2006
B,B5,Helictotrichon pratense,warm,10,2006
B,B5,Hypericum pulchrum,warm,1,2006
B,B5,Koeleria macrantha,warm,17,2006
B,B5,Lotus corniculatus,warm,1,2006
B,B5,Plantago lanceolata,warm,12,2006
B,B5,Potentilla erecta,warm,3,2006
B,B5,Sanguisorba minor,warm,1,2006
B,B6,Agrostis,control,22,2006
B,B6,Anthoxanthum odoratum,control,3,2006
B,B6,Briza media,control,5,2006
B,B6,Campanula rotundifolia,control,1,2006
B,B6,Carex caryophyllea,control,3,2006
B,B6,Carex flacca,control,4,2006
B,B6,Carex panicea,control,3,2006
B,B6,Danthonia decumbens,control,5,2006
B,B6,Festuca ovina,control,12,2006
B,B6,Helianthemum nummularium,control,30,2006
B,B6,Helictotrichon pratense,control,14,2006
B,B6,Koeleria macrantha,control,14,2006
B,B6,Nardus stricta,control,3,2006
B,B6,Plantago lanceolata,control,12,2006
B,B6,Potentilla erecta,control,14,2006
B,B6,Scabiosa columbaria,control,6,2006
B,B7,Agrostis,dry,22,2006
B,B7,Anthoxanthum odoratum,dry,3,2006
B,B7,Briza media,dry,5,2006
B,B7,Campanula rotundifolia,dry,1,2006
B,B7,Carex caryophyllea,dry,3,2006
B,B7,Carex flacca,dry,4,2006
B,B7,Carex panicea,dry,3,2006
B,B7,Danthonia decumbens,dry,5,2006
B,B7,Festuca ovina,dry,12,2006
B,B7,Helianthemum nummularium,dry,30,2006
B,B7,Helictotrichon pratense,dry,14,2006
B,B7,Koeleria macrantha,dry,14,2006
B,B7,Nardus stricta,dry,3,2006
B,B7,Plantago lanceolata,dry,12,2006
B,B7,Potentilla erecta,dry,14,2006
B,B7,Scabiosa columbaria,dry,6,2006
B,B9,Agrostis,warm wet,7,2006
B,B9,Anthoxanthum odoratum,warm wet,10,2006
B,B9,Briza media,warm wet,2,2006
B,B9,Carex caryophyllea,warm wet,1,2006
B,B9,Carex flacca,warm wet,12,2006
B,B9,Carex panicea,warm wet,5,2006
B,B9,Centaurea nigra,warm wet,4,2006
B,B9,Dactylis glomerata,warm wet,6,2006
B,B9,Danthonia decumbens,warm wet,3,2006
B,B9,Festuca ovina,warm wet,46,2006
B,B9,Helianthemum nummularium,warm wet,3,2006
B,B9,Helictotrichon pratense,warm wet,11,2006
B,B9,Holcus lanatus,warm wet,1,2006
B,B9,Koeleria macrantha,warm wet,7,2006
B,B9,Lotus corniculatus,warm wet,10,2006
B,B9,Plantago lanceolata,warm wet,13,2006
B,B9,Potentilla erecta,warm wet,4,2006
B,B9,Sanguisorba minor,warm wet,6,2006
B,B9,Scabiosa columbaria,warm wet,1,2006
C,C2,Agrostis,warm dry,22,2006
C,C2,Anthoxanthum odoratum,warm dry,6,2006
C,C2,Campanula rotundifolia,warm dry,1,2006
C,C2,Carex caryophyllea,warm dry,4,2006
C,C2,Carex flacca,warm dry,14,2006
C,C2,Centaurea nigra,warm dry,1,2006
C,C2,Dactylis glomerata,warm dry,2,2006
C,C2,Danthonia decumbens,warm dry,3,2006
C,C2,Festuca ovina,warm dry,47,2006
C,C2,Helictotrichon pratense,warm dry,5,2006
C,C2,Hypericum pulchrum,warm dry,6,2006
C,C2,Koeleria macrantha,warm dry,17,2006
C,C2,Lotus corniculatus,warm dry,3,2006
C,C2,Luzula campestris,warm dry,1,2006
C,C2,Plantago lanceolata,warm dry,13,2006
C,C2,Polygala vulgaris,warm dry,1,2006
C,C2,Potentilla erecta,warm dry,1,2006
C,C2,Scabiosa columbaria,warm dry,1,2006
C,C2,Viola riviniana,warm dry,3,2006
C,C3,Agrostis,control,22,2006
C,C3,Anthoxanthum odoratum,control,9,2006
C,C3,Briza media,control,6,2006
C,C3,Campanula rotundifolia,control,2,2006
C,C3,Carex caryophyllea,control,12,2006
C,C3,Carex flacca,control,8,2006
C,C3,Carex panicea,control,4,2006
C,C3,Carex pulicaris,control,2,2006
C,C3,Cirsium palustre,control,2,2006
C,C3,Danthonia decumbens,control,3,2006
C,C3,Festuca ovina,control,16,2006
C,C3,Helictotrichon pratense,control,12,2006
C,C3,Hypericum pulchrum,control,3,2006
C,C3,Koeleria macrantha,control,8,2006
C,C3,Lathyrus linifolius,control,2,2006
C,C3,Linum catharticum,control,1,2006
C,C3,Lotus corniculatus,control,5,2006
C,C3,Plantago lanceolata,control,14,2006
C,C3,Potentilla erecta,control,5,2006
C,C3,Sanguisorba minor,control,2,2006
C,C3,Vaccinium myrtillus,control,1,2006
C,C3,Viola riviniana,control,5,2006
C,C7,Agrostis,dry,22,2006
C,C7,Anthoxanthum odoratum,dry,9,2006
C,C7,Briza media,dry,6,2006
C,C7,Campanula rotundifolia,dry,2,2006
C,C7,Carex caryophyllea,dry,12,2006
C,C7,Carex flacca,dry,8,2006
C,C7,Carex panicea,dry,4,2006
C,C7,Carex pulicaris,dry,2,2006
C,C7,Cirsium palustre,dry,2,2006
C,C7,Danthonia decumbens,dry,3,2006
C,C7,Festuca ovina,dry,16,2006
C,C7,Helictotrichon pratense,dry,12,2006
C,C7,Hypericum pulchrum,dry,3,2006
C,C7,Koeleria macrantha,dry,8,2006
C,C7,Lathyrus linifolius,dry,2,2006
C,C7,Linum catharticum,dry,1,2006
C,C7,Lotus corniculatus,dry,5,2006
C,C7,Plantago lanceolata,dry,14,2006
C,C7,Potentilla erecta,dry,5,2006
C,C7,Sanguisorba minor,dry,2,2006
C,C7,Vaccinium myrtillus,dry,1,2006
C,C7,Viola riviniana,dry,5,2006
C,C4,Agrostis,warm wet,11,2006
C,C4,Anthoxanthum odoratum,warm wet,1,2006
C,C4,Briza media,warm wet,5,2006
C,C4,Campanula rotundifolia,warm wet,2,2006
