site,block,species,value,dataset_id,year,treatment,treatment_type,design,timepoints,time_since_disturbance,realm,taxon,metric,unit,comment
site_3000,3,BAETIS,240,hershey_2016,1988,impact_3000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-50,A,BAETIS,86,hershey_2016,1993,control_-50,eutrophication,AC,T5,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-110,A,BAETIS,69,hershey_2016,1993,control_-110,eutrophication,AC,T5,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,A,BAETIS,89,hershey_2016,1993,impact_340,eutrophication,AI,T5,9,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_550,A,BAETIS,104,hershey_2016,1993,impact_550,eutrophication,AI,T5,9,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,A,BAETIS,2,hershey_2016,1993,impact_1000,eutrophication,AI,T5,9,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2100,A,BAETIS,1,hershey_2016,1993,impact_2100,eutrophication,AI,T5,9,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2500,A,BAETIS,15,hershey_2016,1993,impact_2500,eutrophication,AI,T5,9,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1600,A,BAETIS,1,hershey_2016,1994,impact_1600,eutrophication,AI,T6,10,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,A,BAETIS,1,hershey_2016,1994,impact_2000,eutrophication,AI,T6,10,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,A,BAETIS,14,hershey_2016,1996,impact_3000,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,B,BAETIS,124,hershey_2016,1996,impact_3000,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,A,BAETIS,42,hershey_2016,1996,impact_2600,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,B,BAETIS,5,hershey_2016,1996,impact_2600,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,A,BAETIS,91,hershey_2016,1996,impact_2050,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,B,BAETIS,49,hershey_2016,1996,impact_2050,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,A,BAETIS,29,hershey_2016,1996,impact_1400,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,B,BAETIS,2,hershey_2016,1996,impact_1400,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1200,A,BAETIS,2,hershey_2016,1996,impact_1200,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1200,B,BAETIS,15,hershey_2016,1996,impact_1200,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,A,BAETIS,18,hershey_2016,1996,impact_740,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,B,BAETIS,6,hershey_2016,1996,impact_740,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,A,BAETIS,70,hershey_2016,1996,impact_590,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,B,BAETIS,89,hershey_2016,1996,impact_590,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,A,BAETIS,53,hershey_2016,1996,impact_340,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,B,BAETIS,85,hershey_2016,1996,impact_340,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,A,BAETIS,73,hershey_2016,1996,impact_140,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,B,BAETIS,76,hershey_2016,1996,impact_140,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,B,BAETIS,22,hershey_2016,1996,impact_3000,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,A,BAETIS,27,hershey_2016,1996,impact_2600,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,B,BAETIS,7,hershey_2016,1996,impact_2600,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,A,BAETIS,18,hershey_2016,1996,impact_2050,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,B,BAETIS,28,hershey_2016,1996,impact_2050,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,A,BAETIS,23,hershey_2016,1996,impact_1400,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,B,BAETIS,9,hershey_2016,1996,impact_1400,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1200,B,BAETIS,8,hershey_2016,1996,impact_1200,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,A,BAETIS,2,hershey_2016,1996,impact_740,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,B,BAETIS,1,hershey_2016,1996,impact_740,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,A,BAETIS,69,hershey_2016,1996,impact_590,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,B,BAETIS,29,hershey_2016,1996,impact_590,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,A,BAETIS,2,hershey_2016,1996,impact_340,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,B,BAETIS,17,hershey_2016,1996,impact_340,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,A,BAETIS,53,hershey_2016,1996,impact_140,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,B,BAETIS,24,hershey_2016,1996,impact_140,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,B,BAETIS,25,hershey_2016,1997,impact_140,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,B,BAETIS,9,hershey_2016,1997,impact_340,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,B,BAETIS,62,hershey_2016,1997,impact_590,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,B,BAETIS,87,hershey_2016,1997,impact_740,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1200,B,BAETIS,3,hershey_2016,1997,impact_1200,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,B,BAETIS,27,hershey_2016,1997,impact_1400,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,B,BAETIS,7,hershey_2016,1997,impact_2050,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,B,BAETIS,19,hershey_2016,1997,impact_2600,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,B,BAETIS,8,hershey_2016,1997,impact_3000,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,A,BAETIS,118,hershey_2016,1998,impact_140,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,A,BAETIS,145,hershey_2016,1998,impact_340,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,A,BAETIS,10,hershey_2016,1998,impact_590,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,A,BAETIS,9,hershey_2016,1998,impact_740,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1200,A,BAETIS,26,hershey_2016,1998,impact_1200,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,A,BAETIS,123,hershey_2016,1998,impact_1400,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,A,BAETIS,2,hershey_2016,1998,impact_2050,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,A,BAETIS,45,hershey_2016,1998,impact_2600,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,A,BAETIS,5,hershey_2016,1998,impact_3000,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-1000,1,BAETSP3,1,hershey_2016,1987,control_-1000,eutrophication,AC,T3,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-1000,2,BAETSP3,2,hershey_2016,1987,control_-1000,eutrophication,AC,T3,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2100,A,BAETSP3,1,hershey_2016,1993,impact_2100,eutrophication,AI,T5,9,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,B,BAETSP3,1,hershey_2016,1996,impact_3000,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,A,BAETSP3,1,hershey_2016,1996,impact_2600,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,A,BAETSP3,3,hershey_2016,1996,impact_2050,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,B,BAETSP3,5,hershey_2016,1996,impact_2050,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1200,B,BAETSP3,1,hershey_2016,1996,impact_1200,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,B,BAETSP3,2,hershey_2016,1996,impact_590,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,B,BAETSP3,1,hershey_2016,1996,impact_3000,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,A,BAETSP3,1,hershey_2016,1996,impact_2600,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,A,BAETSP3,2,hershey_2016,1996,impact_1400,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1200,B,BAETSP3,1,hershey_2016,1996,impact_1200,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,A,BAETSP3,1,hershey_2016,1996,impact_740,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,B,BAETSP3,1,hershey_2016,1996,impact_140,eutrophication,AI,T7,12,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,B,BAETSP3,4,hershey_2016,1997,impact_340,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,B,BAETSP3,1,hershey_2016,1997,impact_590,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1200,B,BAETSP3,8,hershey_2016,1997,impact_1200,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,B,BAETSP3,4,hershey_2016,1997,impact_1400,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2600,B,BAETSP3,2,hershey_2016,1997,impact_2600,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,B,BAETSP3,3,hershey_2016,1997,impact_3000,eutrophication,AI,T10,13,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,A,BAETSP3,12,hershey_2016,1998,impact_590,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,A,BAETSP3,18,hershey_2016,1998,impact_740,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1200,A,BAETSP3,52,hershey_2016,1998,impact_1200,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,A,BAETSP3,8,hershey_2016,1998,impact_1400,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2050,A,BAETSP3,19,hershey_2016,1998,impact_2050,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,A,BAETSP3,15,hershey_2016,1998,impact_3000,eutrophication,AI,T8,14,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-400,1,EPHEM,1,hershey_2016,1985,control_-400,eutrophication,AC,T1,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,1,EPHEM,2,hershey_2016,1985,impact_140,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,1,EPHEM,1,hershey_2016,1985,impact_340,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,3,EPHEM,1,hershey_2016,1985,impact_140,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,3,EPHEM,1,hershey_2016,1985,impact_2000,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,1,EPHEM,1,hershey_2016,1985,impact_2000,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,1,EPHEM,2,hershey_2016,1985,impact_3000,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-400,2,EPHEM,1,hershey_2016,1985,control_-400,eutrophication,AC,T1,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,2,EPHEM,1,hershey_2016,1985,impact_140,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,2,EPHEM,1,hershey_2016,1985,impact_590,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,2,EPHEM,8,hershey_2016,1985,impact_1000,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,2,EPHEM,1,hershey_2016,1985,impact_2000,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,2,EPHEM,1,hershey_2016,1985,impact_3000,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3500,2,EPHEM,4,hershey_2016,1985,impact_3500,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-500,3,EPHEM,1,hershey_2016,1985,control_-500,eutrophication,AC,T1,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,3,EPHEM,1,hershey_2016,1985,impact_140,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,3,EPHEM,4,hershey_2016,1985,impact_590,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,3,EPHEM,1,hershey_2016,1985,impact_740,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,3,EPHEM,1,hershey_2016,1985,impact_1000,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,3,EPHEM,3,hershey_2016,1985,impact_2000,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,3,EPHEM,1,hershey_2016,1985,impact_3000,eutrophication,AI,T1,1,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,1,EPHEM,3,hershey_2016,1986,impact_590,eutrophication,AI,T2,2,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,1,EPHEM,1,hershey_2016,1986,impact_1000,eutrophication,AI,T2,2,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,1,EPHEM,3,hershey_2016,1986,impact_2000,eutrophication,AI,T2,2,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,1,EPHEM,1,hershey_2016,1986,impact_3000,eutrophication,AI,T2,2,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-400,2,EPHEM,1,hershey_2016,1986,control_-400,eutrophication,AC,T2,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,2,EPHEM,1,hershey_2016,1986,impact_340,eutrophication,AI,T2,2,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,2,EPHEM,2,hershey_2016,1986,impact_2000,eutrophication,AI,T2,2,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,2,EPHEM,3,hershey_2016,1986,impact_3000,eutrophication,AI,T2,2,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-1000,3,EPHEM,1,hershey_2016,1986,control_-1000,eutrophication,AC,T2,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,3,EPHEM,2,hershey_2016,1986,impact_140,eutrophication,AI,T2,2,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,3,EPHEM,1,hershey_2016,1986,impact_740,eutrophication,AI,T2,2,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,3,EPHEM,7,hershey_2016,1986,impact_3000,eutrophication,AI,T2,2,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-1000,1,EPHEM,4,hershey_2016,1987,control_-1000,eutrophication,AC,T3,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-500,1,EPHEM,5,hershey_2016,1987,control_-500,eutrophication,AC,T3,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,1,EPHEM,2,hershey_2016,1987,impact_140,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,1,EPHEM,1,hershey_2016,1987,impact_590,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,1,EPHEM,2,hershey_2016,1987,impact_1000,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,1,EPHEM,2,hershey_2016,1987,impact_1400,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,1,EPHEM,1,hershey_2016,1987,impact_2000,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-1000,2,EPHEM,7,hershey_2016,1987,control_-1000,eutrophication,AC,T3,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,2,EPHEM,2,hershey_2016,1987,impact_140,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,2,EPHEM,13,hershey_2016,1987,impact_740,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,2,EPHEM,4,hershey_2016,1987,impact_1000,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,2,EPHEM,1,hershey_2016,1987,impact_1400,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,2,EPHEM,3,hershey_2016,1987,impact_2000,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,2,EPHEM,1,hershey_2016,1987,impact_3000,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-1000,3,EPHEM,1,hershey_2016,1987,control_-1000,eutrophication,AC,T3,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,3,EPHEM,1,hershey_2016,1987,impact_590,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,3,EPHEM,5,hershey_2016,1987,impact_1000,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,3,EPHEM,3,hershey_2016,1987,impact_1400,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,3,EPHEM,9,hershey_2016,1987,impact_2000,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
