year,site,block,treatment,species,value,dataset_id,treatment_type,timepoints,design,realm,taxon,metric,unit,comment,time_since_disturbance
2019,AQUE,8,continual,Chromis punctipinnis,0.015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,AQUE,8,continual,Rhacochilus vacca,0.009375,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,AQUE,8,continual,Embiotoca jacksoni,0.0125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,AQUE,8,continual,Hypsypops rubicundus,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,AQUE,8,continual,Halichoeres semicinctus,0.0125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,AQUE,8,continual,Medialuna californiensis,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,AQUE,8,continual,Oxyjulis californica,0.025,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,AQUE,8,continual,Paralabrax clathratus,0.04375,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,AQUE,8,continual,Sebastes atrovirens,0.04375,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,AQUE,8,continual,Sebastes carnatus,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,AQUE,8,continual,Sebastes chrysomelas,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,AQUE,8,continual,Semicossyphus pulcher,0.05,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,CARP,7,control,Oxylebius pictus,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,CARP,7,control,Paralabrax clathratus,0.0078125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,CARP,7,control,Paralabrax nebulifer,0.0046875,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,CARP,7,control,Semicossyphus pulcher,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,CARP,9,annual,Oxylebius pictus,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,CARP,9,annual,Paralabrax clathratus,0.0203125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,CARP,9,annual,Paralabrax nebulifer,0.0078125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,CARP,9,annual,Semicossyphus pulcher,0.009375,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,CARP,10,continual,Heterodontus francisci,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,CARP,10,continual,Paralabrax clathratus,0.009375,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,CARP,10,continual,Paralabrax nebulifer,0.00625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,CARP,10,continual,Semicossyphus pulcher,0.009375,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,IVEE,3,control,Oxylebius pictus,0.0046875,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,IVEE,3,control,Rhacochilus vacca,0.0015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,IVEE,3,control,Paralabrax clathratus,0.0046875,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,IVEE,3,control,Semicossyphus pulcher,0.00625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,IVEE,4,annual,Gibbonsia,0.0015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",8
2019,IVEE,4,annual,Unidentified Cottidae,0.0015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",8
2019,IVEE,4,annual,Leiocottus hirundo,0.0015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",8
2019,IVEE,4,annual,Rhacochilus vacca,0.0015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",8
2019,IVEE,4,annual,Embiotoca jacksoni,0.0046875,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",8
2019,IVEE,4,annual,Paralabrax clathratus,0.00625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",8
2019,IVEE,4,annual,Semicossyphus pulcher,0.0015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",8
2019,MOHK,2,control,Oxylebius pictus,0.00625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,MOHK,2,control,Chromis punctipinnis,0.021875,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,MOHK,2,control,Rhacochilus vacca,0.0046875,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,MOHK,2,control,Embiotoca jacksoni,0.03125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,MOHK,2,control,Hypsurus caryi,0.0203125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,MOHK,2,control,Hypsypops rubicundus,0.0078125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,MOHK,2,control,Halichoeres semicinctus,0.0125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,MOHK,2,control,Oxyjulis californica,0.0390625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,MOHK,2,control,Paralichthys californicus,0.0015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,MOHK,2,control,Paralabrax clathratus,0.0125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,MOHK,2,control,Rhacochilus toxotes,0.021875,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,MOHK,2,control,Sebastes atrovirens,0.0015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,MOHK,2,control,Sebastes chrysomelas,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,MOHK,2,control,Semicossyphus pulcher,0.0109375,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,MOHK,3,annual,Gibbonsia,0.0046875,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,3,annual,Leiocottus hirundo,0.0015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,3,annual,Oxylebius pictus,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,3,annual,Anisotremus davidsonii,0.00625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,3,annual,Chromis punctipinnis,0.01875,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,3,annual,Rhacochilus vacca,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,3,annual,Embiotoca jacksoni,0.0171875,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,3,annual,Girella nigricans,0.0125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,3,annual,Hypsypops rubicundus,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,3,annual,Halichoeres semicinctus,0.0078125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,3,annual,Medialuna californiensis,0.01875,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,3,annual,Paralabrax clathratus,0.015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,3,annual,Rhacochilus toxotes,0.0078125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,3,annual,Sebastes auriculatus,0.0015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,3,annual,Semicossyphus pulcher,0.0109375,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,4,continual,Chromis punctipinnis,0.05,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,4,continual,Rhacochilus vacca,0.00625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,4,continual,Hypsypops rubicundus,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,4,continual,Halichoeres semicinctus,0.00625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,4,continual,Oxyjulis californica,0.01875,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,4,continual,Paralabrax clathratus,0.0125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,MOHK,4,continual,Semicossyphus pulcher,0.0375,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,3,control,Oxylebius pictus,0.00625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,NAPL,3,control,Chromis punctipinnis,0.01875,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,NAPL,3,control,Rhacochilus vacca,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,NAPL,3,control,Embiotoca jacksoni,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,NAPL,3,control,Girella nigricans,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,NAPL,3,control,Hypsurus caryi,0.0015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,NAPL,3,control,Halichoeres semicinctus,0.0078125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,NAPL,3,control,Medialuna californiensis,0.0046875,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,NAPL,3,control,Oxyjulis californica,0.053125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,NAPL,3,control,Ophiodon elongatus,0.0015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,NAPL,3,control,Paralabrax clathratus,0.034375,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,NAPL,3,control,Sebastes atrovirens,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,NAPL,3,control,Sebastes carnatus,0.0015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,NAPL,3,control,Sebastes chrysomelas,0.0015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,NAPL,3,control,Semicossyphus pulcher,0.0390625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,NAPL,3,control,Sebastes serriceps,0.0015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2019,NAPL,9,annual,Oxylebius pictus,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,9,annual,Myliobatis californica,0.0015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,9,annual,Caulolatilus princeps,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,9,annual,Chromis punctipinnis,0.01875,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,9,annual,Embiotoca jacksoni,0.0015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,9,annual,Halichoeres semicinctus,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,9,annual,Medialuna californiensis,0.0046875,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,9,annual,Oxyjulis californica,0.04375,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,9,annual,Paralabrax clathratus,0.0671875,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,9,annual,Sebastes auriculatus,0.0015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,9,annual,Sebastes chrysomelas,0.0015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,9,annual,Semicossyphus pulcher,0.0375,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,10,continual,Atractoscion nobilis,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,10,continual,Chromis punctipinnis,0.015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,10,continual,Rhacochilus vacca,0.00625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,10,continual,Embiotoca jacksoni,0.015625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,10,continual,Hypsurus caryi,0.009375,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,10,continual,Halichoeres semicinctus,0.009375,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,10,continual,Oxyjulis californica,0.140625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,10,continual,Paralabrax clathratus,0.090625,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,10,continual,Sebastes atrovirens,0.003125,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2019,NAPL,10,continual,Semicossyphus pulcher,0.121875,reed_2020a,kelp removal,T12,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",11
2020,AQUE,4,control,Oxylebius pictus,0.00625,reed_2020a,kelp removal,T13,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
